CodigoRuta;DANE IED;IED;Tipo;Destino;Direccion
E-002;212000000000;COLEGIO EL UVAL (IED);ESPECIAL;NA;NA
E-003;212000000000;COLEGIO EL UVAL (IED);ESPECIAL;NA;NA
E-004;212000000000;COLEGIO EL UVAL (IED);ESPECIAL;NA;NA
E-005;212000000000;COLEGIO EL UVAL (IED);ESPECIAL;NA;NA
E-006;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);ESPECIAL;NA;NA
E-007;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);ESPECIAL;NA;NA
E-010;212000000000;COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED);ESPECIAL;NA;NA
E-011;212000000000;COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED);ESPECIAL;NA;NA
E-012;212000000000;COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED);ESPECIAL;NA;NA
E-014;212000000000;COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED);ESPECIAL;NA;NA
E-021;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);ESPECIAL;NA;NA
E-038;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);ESPECIAL;NA;NA
E-040;111000000000;COLEGIO NUEVO HORIZONTE (IED);ESPECIAL;NA;NA
E-041;111000000000;COLEGIO NUEVO HORIZONTE (IED);ESPECIAL;NA;NA
E-042;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);ESPECIAL;NA;NA
E-043;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);ESPECIAL;NA;NA
E-046;212000000000;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-047;212000000000;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-048;212000000000;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-049;212000000000;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-050;212000000000;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-052;212000000000;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-055;212000000000;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-056;212000000000;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-057;212000000000;COLEGIO RURAL QUIBA ALTA (IED);ESPECIAL;NA;NA
E-058;212000000000;COLEGIO RURAL QUIBA ALTA (IED);ESPECIAL;NA;NA
E-060;212000000000;COLEGIO RURAL QUIBA ALTA (IED);ESPECIAL;NA;NA
E-061;212000000000;COLEGIO RURAL QUIBA ALTA (IED);ESPECIAL;NA;NA
E-062;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);ESPECIAL;NA;NA
R-001;211000000000;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-002;211000000000;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-003;211000000000;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-004;211000000000;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-005;211000000000;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-008;211000000000;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-009;211000000000;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-011;212000000000;COLEGIO EL DESTINO (IED);RURAL;NA;NA
J-4129-06-V1;111000000000;COLEGIO NUEVA ESPERANZA (IED);COMPLEMENTARIA;PARQUE VILLA ALEMANA;CL 100 BIS SUR 1 17
R-013;212000000000;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-016;212000000000;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-017;212000000000;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-019;212000000000;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-020;212000000000;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-023;212000000000;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-025;212000000000;COLEGIO EL DESTINO (IED);RURAL;NA;NA
J-4129-07-V1;111000000000;COLEGIO NUEVA ESPERANZA (IED);COMPLEMENTARIA;PARQUE VILLA ALEMANA;CL 100 BIS SUR 1 17
J-4129-08-V1;111000000000;COLEGIO NUEVA ESPERANZA (IED);COMPLEMENTARIA;PARQUE VILLA ALEMANA;CL 100 BIS SUR 1 17
J-4129-08-V2;111000000000;COLEGIO NUEVA ESPERANZA (IED);COMPLEMENTARIA;PARQUE VILLA ALEMANA;CL 100 BIS SUR 1 17
J-4129-09-V1;111000000000;COLEGIO NUEVA ESPERANZA (IED);COMPLEMENTARIA;PARQUE VILLA ALEMANA;CL 100 BIS SUR 1 17
J-4130-01-V1;111000000000;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V2;111000000000;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V3;111000000000;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V4;111000000000;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V5;111000000000;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V6;111000000000;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V7;111000000000;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V8;111000000000;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-02-V1;111000000000;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4130-02-V2;111000000000;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4130-02-V3;111000000000;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4130-02-V4;111000000000;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4200-02-V1;111000000000;COLEGIO LOS COMUNEROS - OSWALDO GUAYASAMIN (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 13 100 55 SUR
J-4200-03-V1;111000000000;COLEGIO LOS COMUNEROS - OSWALDO GUAYASAMIN (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 13 100 55 SUR
J-4200-04-V1;111000000000;COLEGIO LOS COMUNEROS - OSWALDO GUAYASAMIN (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 13 100 55 SUR
R-056;212000000000;COLEGIO RURAL LOS ARRAYANES (CED);RURAL;NA;NA
J-4200-10-V2;111000000000;COLEGIO LOS COMUNEROS - OSWALDO GUAYASAMIN (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 13 100 55 SUR
J-4200-11-V1;111000000000;COLEGIO LOS COMUNEROS - OSWALDO GUAYASAMIN (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 13 100 55 SUR
J-4200-11-V2;111000000000;COLEGIO LOS COMUNEROS - OSWALDO GUAYASAMIN (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 13 100 55 SUR
R-061;212000000000;COLEGIO RURAL EL CURUBITAL (CED);RURAL;NA;NA
J-4108-01-V1;112000000000;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4108-02-V1;112000000000;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4108-03-V1;112000000000;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4108-04-V1;112000000000;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4108-05-V1;112000000000;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4108-06-V1;112000000000;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4108-07-V1;112000000000;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;COMPENSAR SUBA ;CL 139 94 55
J-4108-08-V1;112000000000;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4260-01-V1;111000000000;COLEGIO EL VIRREY JOSE SOLIS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4260-01-V2;111000000000;COLEGIO EL VIRREY JOSE SOLIS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4260-02-V1;111000000000;COLEGIO EL VIRREY JOSE SOLIS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4260-02-V2;111000000000;COLEGIO EL VIRREY JOSE SOLIS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4260-02-V3;111000000000;COLEGIO EL VIRREY JOSE SOLIS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4260-02-V4;111000000000;COLEGIO EL VIRREY JOSE SOLIS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4274-01-V1;111000000000;COLEGIO SANTA MARTHA (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 1 BIS ESTE CL 100B BIS SUR
J-4274-01-V2;111000000000;COLEGIO SANTA MARTHA (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 1 BIS ESTE CL 100B BIS SUR
R-078;212000000000;COLEGIO MOCHUELO ALTO (CED);RURAL;NA;NA
J-4274-02-V1;111000000000;COLEGIO SANTA MARTHA (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 1 BIS ESTE CL 100B BIS SUR
J-4274-02-V2;111000000000;COLEGIO SANTA MARTHA (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 1 BIS ESTE CL 100B BIS SUR
J-4274-03-V1;111000000000;COLEGIO SANTA MARTHA (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 1 BIS ESTE CL 100B BIS SUR
J-4274-03-V2;111000000000;COLEGIO SANTA MARTHA (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 1 BIS ESTE CL 100B BIS SUR
R-012;212000000000;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-014;212000000000;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-024;212000000000;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-026;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-087;212000000000;COLEGIO RURAL PASQUILLA (IED);RURAL;NA;NA
R-027;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-029;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-030;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-092;212000000000;COLEGIO RURAL PASQUILLA (IED);RURAL;NA;NA
R-031;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-032;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-033;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-034;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-035;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-037;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-038;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-039;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-041;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-042;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-046;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-047;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-048;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-050;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-051;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-052;212000000000;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-113;212000000000;COLEGIO RURAL PASQUILLA (IED);RURAL;NA;NA
R-114;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-115;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-116;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-117;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-118;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-119;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-120;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-121;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-122;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-123;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-124;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-125;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-126;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-127;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-128;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-129;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-130;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-131;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-132;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-133;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-134;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-135;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-136;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-137;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-138;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-139;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-140;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-141;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-142;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-143;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-145;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-146;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-147;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-148;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-149;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-150;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-151;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-152;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-153;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-154;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-155;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-156;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-157;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-158;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-159;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-160;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-161;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-163;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-164;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-165;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-166;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-167;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-168;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-169;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-170;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-172;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-173;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-174;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-175;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-176;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-177;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-178;212000000000;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-179;212000000000;COLEGIO RURAL LA MAYORIA (CED);RURAL;NA;NA
R-182;211000000000;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-183;211000000000;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-057;212000000000;COLEGIO RURAL OLARTE (CED);RURAL;NA;NA
R-185;212000000000;COLEGIO RURAL LA ARGENTINA (CED);RURAL;NA;NA
R-186;212000000000;COLEGIO RURAL PASQUILLA (IED);RURAL;NA;NA
R-188;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-189;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-190;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-191;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-192;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-193;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-194;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-196;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-197;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-198;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-199;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-200;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-204;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-205;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-206;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-207;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-208;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-209;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-210;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-211;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-212;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-213;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-215;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-216;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-217;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-218;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-219;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-220;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-058;212000000000;COLEGIO RURAL OLARTE (CED);RURAL;NA;NA
R-223;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-224;111000000000;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-338;212000000000;COLEGIO RURAL LA MAYORIA (CED);RURAL;NA;NA
R-339;212000000000;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-340;111000000000;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-341;111000000000;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-342;111000000000;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-343;111000000000;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-344;111000000000;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-345;111000000000;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-346;111000000000;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-347;111000000000;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-348;111000000000;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-349;111000000000;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-362;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-363;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-364;212000000000;COLEGIO RURAL LA UNION USME (CED);RURAL;NA;NA
R-365;212000000000;COLEGIO RURAL CHIZACA (CED);RURAL;NA;NA
R-367;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-368;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-369;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-370;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-371;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-372;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-373;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-374;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-375;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-376;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-377;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-378;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-380;111000000000;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-381;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-382;212000000000;COLEGIO RURAL LAS MERCEDES (CED);RURAL;NA;NA
R-383;211000000000;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-384;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-385;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-470;211000000000;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-059;212000000000;COLEGIO RURAL OLARTE (CED);RURAL;NA;NA
R-475;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-478;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-479;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-480;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-481;211000000000;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-482;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-483;212000000000;COLEGIO RURAL LOS ANDES (CED);RURAL;NA;NA
R-484;211000000000;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-485;211000000000;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-486;211000000000;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-493;212000000000;COLEGIO RURAL PASQUILLA (IED);RURAL;NA;NA
R-494;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-495;111000000000;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-060;212000000000;COLEGIO RURAL OLARTE (CED);RURAL;NA;NA
R-497;211000000000;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-070;212000000000;COLEGIO MOCHUELO ALTO (CED);RURAL;NA;NA
R-071;212000000000;COLEGIO MOCHUELO ALTO (CED);RURAL;NA;NA
R-072;212000000000;COLEGIO MOCHUELO ALTO (CED);RURAL;NA;NA
R-073;212000000000;COLEGIO MOCHUELO ALTO (CED);RURAL;NA;NA
R-074;212000000000;COLEGIO MOCHUELO ALTO (CED);RURAL;NA;NA
S-001;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);SUMAPAZ;NA;NA
S-003;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);SUMAPAZ;NA;NA
S-005;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);SUMAPAZ;NA;NA
S-006;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);SUMAPAZ;NA;NA
S-007;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);SUMAPAZ;NA;NA
S-008;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);SUMAPAZ;NA;NA
S-010;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);SUMAPAZ;NA;NA
S-011;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);SUMAPAZ;NA;NA
S-012;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);SUMAPAZ;NA;NA
S-014;211000000000;COLEGIO CAMPESTRE JAIME GARZON (IED);SUMAPAZ;NA;NA
S-015;212000000000;COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED);SUMAPAZ;NA;NA
S-016;212000000000;COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED);SUMAPAZ;NA;NA
