CodigoRuta;DANE IED;IED;Tipo;Destino;Direccion
J-4030-04-V1;111000000000;COLEGIO CAMPESTRE MONTE VERDE (IED);COMPLEMENTARIA;COMPENSAR AV 68;KR 69 49A 73
J-4047-07-V1;111000000000;COLEGIO RODRIGO LARA BONILLA (IED);COMPLEMENTARIA;POLIDEPORTIVO ARBORIZADORA ALTA;DG 73 S 40 80
J-4053-13-V1;111000000000;COLEGIO ANTONIO NARIÑO (IED);COMPLEMENTARIA;PRD;AC 60 63 65
J-4053-13-V2;111000000000;COLEGIO ANTONIO NARIÑO (IED);COMPLEMENTARIA;PRD;AC 60 63 65
J-4053-14-V1;111000000000;COLEGIO ANTONIO NARIÑO (IED);COMPLEMENTARIA;PRD;AC 60 63 65
J-4053-14-V2;111000000000;COLEGIO ANTONIO NARIÑO (IED);COMPLEMENTARIA;PRD;AC 60 63 65
J-4053-15-V1;111000000000;COLEGIO ANTONIO NARIÑO (IED);COMPLEMENTARIA;PRD;AC 60 63 65
J-4053-15-V2;111000000000;COLEGIO ANTONIO NARIÑO (IED);COMPLEMENTARIA;PRD;AC 60 63 65
J-4053-16-V1;111000000000;COLEGIO ANTONIO NARIÑO (IED);COMPLEMENTARIA;PRD;AC 60 63 65
T-061;111000000000;COLEGIO LA CONCEPCION (IED);TRASLADO;NA;NA
T-062;111000000000;COLEGIO LA CONCEPCION (IED);TRASLADO;NA;NA
T-063;111000000000;COLEGIO LA CONCEPCION (IED);TRASLADO;NA;NA
T-064;111000000000;COLEGIO LA CONCEPCION (IED);TRASLADO;NA;NA
T-065;111000000000;COLEGIO LA CONCEPCION (IED);TRASLADO;NA;NA
T-068;111000000000;COLEGIO LA CONCEPCION (IED);TRASLADO;NA;NA
