CodigoRuta;DANE IED;IED;Tipo;Destino;Direccion
E-002;2,12E+11;COLEGIO EL UVAL (IED);ESPECIAL;NA;NA
E-003;2,12E+11;COLEGIO EL UVAL (IED);ESPECIAL;NA;NA
E-004;2,12E+11;COLEGIO EL UVAL (IED);ESPECIAL;NA;NA
E-005;2,12E+11;COLEGIO EL UVAL (IED);ESPECIAL;NA;NA
E-006;2,11E+11;COLEGIO CAMPESTRE JAIME GARZON (IED);ESPECIAL;NA;NA
E-007;2,11E+11;COLEGIO CAMPESTRE JAIME GARZON (IED);ESPECIAL;NA;NA
E-010;2,12E+11;COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED);ESPECIAL;NA;NA
E-011;2,12E+11;COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED);ESPECIAL;NA;NA
E-012;2,12E+11;COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED);ESPECIAL;NA;NA
E-014;2,12E+11;COLEGIO GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA (IED);ESPECIAL;NA;NA
E-021;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);ESPECIAL;NA;NA
E-038;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);ESPECIAL;NA;NA
E-040;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);ESPECIAL;NA;NA
E-041;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);ESPECIAL;NA;NA
E-042;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);ESPECIAL;NA;NA
E-043;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);ESPECIAL;NA;NA
E-046;2,12E+11;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-047;2,12E+11;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-048;2,12E+11;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-049;2,12E+11;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-050;2,12E+11;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-052;2,12E+11;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-055;2,12E+11;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-056;2,12E+11;COLEGIO RURAL PASQUILLA (IED);ESPECIAL;NA;NA
E-057;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);ESPECIAL;NA;NA
E-058;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);ESPECIAL;NA;NA
E-060;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);ESPECIAL;NA;NA
E-061;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);ESPECIAL;NA;NA
E-062;2,11E+11;COLEGIO CAMPESTRE JAIME GARZON (IED);ESPECIAL;NA;NA
R-001;2,11E+11;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-002;2,11E+11;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-003;2,11E+11;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-004;2,11E+11;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-005;2,11E+11;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-008;2,11E+11;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-009;2,11E+11;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-011;2,12E+11;COLEGIO EL DESTINO (IED);RURAL;NA;NA
J-4129-06-V1;1,11E+11;COLEGIO NUEVA ESPERANZA (IED);COMPLEMENTARIA;PARQUE VILLA ALEMANA;CL 100 BIS SUR 1 17
R-013;2,12E+11;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-016;2,12E+11;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-017;2,12E+11;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-019;2,12E+11;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-020;2,12E+11;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-023;2,12E+11;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-025;2,12E+11;COLEGIO EL DESTINO (IED);RURAL;NA;NA
J-4129-07-V1;1,11E+11;COLEGIO NUEVA ESPERANZA (IED);COMPLEMENTARIA;PARQUE VILLA ALEMANA;CL 100 BIS SUR 1 17
J-4129-08-V1;1,11E+11;COLEGIO NUEVA ESPERANZA (IED);COMPLEMENTARIA;PARQUE VILLA ALEMANA;CL 100 BIS SUR 1 17
J-4129-08-V2;1,11E+11;COLEGIO NUEVA ESPERANZA (IED);COMPLEMENTARIA;PARQUE VILLA ALEMANA;CL 100 BIS SUR 1 17
J-4129-09-V1;1,11E+11;COLEGIO NUEVA ESPERANZA (IED);COMPLEMENTARIA;PARQUE VILLA ALEMANA;CL 100 BIS SUR 1 17
J-4130-01-V1;1,11E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V2;1,11E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V3;1,11E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V4;1,11E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V5;1,11E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V6;1,11E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V7;1,11E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-01-V8;1,11E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME  IDARTES;AK 1A 100 45
J-4130-02-V1;1,11E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4130-02-V2;1,11E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4130-02-V3;1,11E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4130-02-V4;1,11E+11;COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4200-02-V1;1,11E+11;COLEGIO LOS COMUNEROS - OSWALDO GUAYASAMIN (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 13 100 55 SUR
J-4200-03-V1;1,11E+11;COLEGIO LOS COMUNEROS - OSWALDO GUAYASAMIN (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 13 100 55 SUR
J-4200-04-V1;1,11E+11;COLEGIO LOS COMUNEROS - OSWALDO GUAYASAMIN (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 13 100 55 SUR
R-056;2,12E+11;COLEGIO RURAL LOS ARRAYANES (CED);RURAL;NA;NA
J-4200-10-V2;1,11E+11;COLEGIO LOS COMUNEROS - OSWALDO GUAYASAMIN (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 13 100 55 SUR
J-4200-11-V1;1,11E+11;COLEGIO LOS COMUNEROS - OSWALDO GUAYASAMIN (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 13 100 55 SUR
J-4200-11-V2;1,11E+11;COLEGIO LOS COMUNEROS - OSWALDO GUAYASAMIN (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 13 100 55 SUR
R-061;2,12E+11;COLEGIO RURAL EL CURUBITAL (CED);RURAL;NA;NA
J-4108-01-V1;1,12E+11;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4108-02-V1;1,12E+11;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4108-03-V1;1,12E+11;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4108-04-V1;1,12E+11;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4108-05-V1;1,12E+11;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4108-06-V1;1,12E+11;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4108-07-V1;1,12E+11;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;COMPENSAR SUBA ;CL 139 94 55
J-4108-08-V1;1,12E+11;COLEGIO GERARDO PAREDES (IED);COMPLEMENTARIA;PARQUE FONTANAR ;DG 147 141A 42
J-4260-01-V1;1,11E+11;COLEGIO EL VIRREY JOSE SOLIS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4260-01-V2;1,11E+11;COLEGIO EL VIRREY JOSE SOLIS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4260-02-V1;1,11E+11;COLEGIO EL VIRREY JOSE SOLIS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4260-02-V2;1,11E+11;COLEGIO EL VIRREY JOSE SOLIS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4260-02-V3;1,11E+11;COLEGIO EL VIRREY JOSE SOLIS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4260-02-V4;1,11E+11;COLEGIO EL VIRREY JOSE SOLIS (IED);COMPLEMENTARIA;CREA CANTARRANA USME IDARTES;AK 1A 100 45
J-4274-01-V1;1,11E+11;COLEGIO SANTA MARTHA (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 1 BIS ESTE CL 100B BIS SUR
J-4274-01-V2;1,11E+11;COLEGIO SANTA MARTHA (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 1 BIS ESTE CL 100B BIS SUR
R-078;2,12E+11;COLEGIO MOCHUELO ALTO (CED);RURAL;NA;NA
J-4274-02-V1;1,11E+11;COLEGIO SANTA MARTHA (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 1 BIS ESTE CL 100B BIS SUR
J-4274-02-V2;1,11E+11;COLEGIO SANTA MARTHA (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 1 BIS ESTE CL 100B BIS SUR
J-4274-03-V1;1,11E+11;COLEGIO SANTA MARTHA (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 1 BIS ESTE CL 100B BIS SUR
J-4274-03-V2;1,11E+11;COLEGIO SANTA MARTHA (IED);COMPLEMENTARIA;CREA CANTARRANA;TV 1 BIS ESTE CL 100B BIS SUR
R-012;2,12E+11;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-014;2,12E+11;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-024;2,12E+11;COLEGIO EL DESTINO (IED);RURAL;NA;NA
R-026;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-087;2,12E+11;COLEGIO RURAL PASQUILLA (IED);RURAL;NA;NA
R-027;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-029;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-030;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-092;2,12E+11;COLEGIO RURAL PASQUILLA (IED);RURAL;NA;NA
R-031;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-032;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-033;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-034;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-035;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-037;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-038;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-039;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-041;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-042;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-046;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-047;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-048;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-050;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-051;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-052;2,12E+11;COLEGIO EL UVAL (IED);RURAL;NA;NA
R-113;2,12E+11;COLEGIO RURAL PASQUILLA (IED);RURAL;NA;NA
R-114;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-115;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-116;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-117;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-118;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-119;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-120;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-121;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-122;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-123;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-124;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-125;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-126;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-127;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-128;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-129;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-130;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-131;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-132;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-133;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-134;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-135;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-136;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-137;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-138;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-139;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-140;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-141;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-142;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-143;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-145;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-146;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-147;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-148;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-149;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-150;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-151;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-152;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-153;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-154;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-155;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-156;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-157;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-158;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-159;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-160;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-161;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-163;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-164;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-165;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-166;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-167;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-168;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-169;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-170;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-172;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-173;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-174;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-175;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-176;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-177;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-178;2,12E+11;COLEGIO RURAL JOSE CELESTINO MUTIS (IED);RURAL;NA;NA
R-179;2,12E+11;COLEGIO RURAL LA MAYORIA (CED);RURAL;NA;NA
R-182;2,11E+11;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-183;2,11E+11;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-057;2,12E+11;COLEGIO RURAL OLARTE (CED);RURAL;NA;NA
R-185;2,12E+11;COLEGIO RURAL LA ARGENTINA (CED);RURAL;NA;NA
R-186;2,12E+11;COLEGIO RURAL PASQUILLA (IED);RURAL;NA;NA
R-188;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-189;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-190;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-191;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-192;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-193;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-194;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-196;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-197;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-198;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-199;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-200;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-204;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-205;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-206;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-207;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-208;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-209;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-210;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-211;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-212;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-213;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-215;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-216;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-217;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-218;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-219;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-220;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-058;2,12E+11;COLEGIO RURAL OLARTE (CED);RURAL;NA;NA
R-223;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-224;1,11E+11;COLEGIO KIMI PERNIA DOMICO (IED);RURAL;NA;NA
R-338;2,12E+11;COLEGIO RURAL LA MAYORIA (CED);RURAL;NA;NA
R-339;2,12E+11;COLEGIO RURAL QUIBA ALTA (IED);RURAL;NA;NA
R-340;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-341;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-342;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-343;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-344;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-345;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-346;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-347;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-348;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-349;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-362;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-363;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-364;2,12E+11;COLEGIO RURAL LA UNION USME (CED);RURAL;NA;NA
R-365;2,12E+11;COLEGIO RURAL CHIZACA (CED);RURAL;NA;NA
R-367;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-368;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-369;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-370;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-371;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-372;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-373;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-374;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-375;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-376;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-377;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-378;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-380;1,11E+11;COLEGIO NUEVO HORIZONTE (IED);RURAL;NA;NA
R-381;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-382;2,12E+11;COLEGIO RURAL LAS MERCEDES (CED);RURAL;NA;NA
R-383;2,11E+11;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-384;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-385;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-470;2,11E+11;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-059;2,12E+11;COLEGIO RURAL OLARTE (CED);RURAL;NA;NA
R-475;1,11E+11;COLEGIO CAMPESTRE MONTE VERDE (IED);RURAL;NA;NA
R-478;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-479;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-480;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-481;2,11E+11;COLEGIO EL VERJON (IED);RURAL;NA;NA
R-482;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-483;2,12E+11;COLEGIO RURAL LOS ANDES (CED);RURAL;NA;NA
R-484;2,11E+11;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-485;2,11E+11;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-486;2,11E+11;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-493;2,12E+11;COLEGIO RURAL PASQUILLA (IED);RURAL;NA;NA
R-494;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-495;1,11E+11;COLEGIO SAN CAYETANO (IED);RURAL;NA;NA
R-060;2,12E+11;COLEGIO RURAL OLARTE (CED);RURAL;NA;NA
R-497;2,11E+11;COLEGIO GABRIEL GARCIA MARQUEZ (IED);RURAL;NA;NA
R-070;2,12E+11;COLEGIO MOCHUELO ALTO (CED);RURAL;NA;NA
R-071;2,12E+11;COLEGIO MOCHUELO ALTO (CED);RURAL;NA;NA
R-072;2,12E+11;COLEGIO MOCHUELO ALTO (CED);RURAL;NA;NA
R-073;2,12E+11;COLEGIO MOCHUELO ALTO (CED);RURAL;NA;NA
R-074;2,12E+11;COLEGIO MOCHUELO ALTO (CED);RURAL;NA;NA
S-001;2,11E+11;COLEGIO CAMPESTRE JAIME GARZON (IED);SUMAPAZ;NA;NA
S-003;2,11E+11;COLEGIO CAMPESTRE JAIME GARZON (IED);SUMAPAZ;NA;NA
