CodigoRuta;DANE IED;IED;Tipo;Destino;Direccion
J-4056-05-V1;1,11E+11;COLEGIO JOSE ASUNCION SILVA (IED);COMPLEMENTARIA;PARQUE LA SERENA;CL 90A 85 70
J-4056-04-V1;1,11E+11;COLEGIO JOSE ASUNCION SILVA (IED);COMPLEMENTARIA;PARQUE LA SERENA;CL 90A 85 70
J-4056-03-V1;1,11E+11;COLEGIO JOSE ASUNCION SILVA (IED);COMPLEMENTARIA;PARQUE LA SERENA;CL 90A 85 70
J-4063-12-V3;1,11E+11;COLEGIO LUIS ANGEL ARANGO (IED);COMPLEMENTARIA;PARQUE SAUZALITO;Cl. 22 #68d-43
J-4063-14-V1;1,11E+11;COLEGIO LUIS ANGEL ARANGO (IED);COMPLEMENTARIA;PARQUE SAUZALITO;Cl. 22 #68d-43
J-4067-01-V1;1,11E+11;COLEGIO HERNANDO DURAN DUSSAN (IED);COMPLEMENTARIA;COMPENSAR AV 68;KR 69 49A 73
J-4067-01-V10;1,11E+11;COLEGIO HERNANDO DURAN DUSSAN (IED);COMPLEMENTARIA;COMPENSAR AV 68;KR 69 49A 73
J-4067-01-V2;1,11E+11;COLEGIO HERNANDO DURAN DUSSAN (IED);COMPLEMENTARIA;COMPENSAR AV 68;KR 69 49A 73
J-4067-01-V3;1,11E+11;COLEGIO HERNANDO DURAN DUSSAN (IED);COMPLEMENTARIA;COMPENSAR AV 68;KR 69 49A 73
J-4067-01-V4;1,11E+11;COLEGIO HERNANDO DURAN DUSSAN (IED);COMPLEMENTARIA;COMPENSAR AV 68;KR 69 49A 73
J-4067-01-V5;1,11E+11;COLEGIO HERNANDO DURAN DUSSAN (IED);COMPLEMENTARIA;COMPENSAR AV 68;KR 69 49A 73
J-4067-01-V6;1,11E+11;COLEGIO HERNANDO DURAN DUSSAN (IED);COMPLEMENTARIA;COMPENSAR AV 68;KR 69 49A 73
J-4067-01-V7;1,11E+11;COLEGIO HERNANDO DURAN DUSSAN (IED);COMPLEMENTARIA;COMPENSAR AV 68;KR 69 49A 73
J-4067-01-V8;1,11E+11;COLEGIO HERNANDO DURAN DUSSAN (IED);COMPLEMENTARIA;COMPENSAR AV 68;KR 69 49A 73
J-4067-01-V9;1,11E+11;COLEGIO HERNANDO DURAN DUSSAN (IED);COMPLEMENTARIA;COMPENSAR AV 68;KR 69 49A 73
