Código Ruta;Dane_IED2;IED
U-189;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-190;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-191;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-192;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-193;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-194;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-195;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-196;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-197;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-198;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-203;111001107875;COLEGIO CIUDADELA EDUCATIVA DE BOSA (IED)
U-204;111001107875;COLEGIO CIUDADELA EDUCATIVA DE BOSA (IED)
U-205;111001107875;COLEGIO CIUDADELA EDUCATIVA DE BOSA (IED)
U-206;111001107875;COLEGIO CIUDADELA EDUCATIVA DE BOSA (IED)
U-207;111001107875;COLEGIO CIUDADELA EDUCATIVA DE BOSA (IED)
U-208;111001107875;COLEGIO CIUDADELA EDUCATIVA DE BOSA (IED)
U-209;111001107875;COLEGIO CIUDADELA EDUCATIVA DE BOSA (IED)
U-210;111001107875;COLEGIO CIUDADELA EDUCATIVA DE BOSA (IED)
U-211;111001107875;COLEGIO CIUDADELA EDUCATIVA DE BOSA (IED)
U-216;111001107883;COLEGIO DEBORA ARANGO PEREZ (IED)
U-217;111001107883;COLEGIO DEBORA ARANGO PEREZ (IED)
U-218;111001107883;COLEGIO DEBORA ARANGO PEREZ (IED)
U-219;111001107883;COLEGIO DEBORA ARANGO PEREZ (IED)
U-220;111001107883;COLEGIO DEBORA ARANGO PEREZ (IED)
U-222;111001107832;COLEGIO GERMAN ARCINIEGAS (IED)
U-223;111001107832;COLEGIO GERMAN ARCINIEGAS (IED)
U-250;111001000124;COLEGIO CARLOS ARANGO VELEZ (IED)
U-251;111001000124;COLEGIO CARLOS ARANGO VELEZ (IED)
U-252;111001011321;COLEGIO CARLOS ARTURO TORRES (IED)
U-253;111001011321;COLEGIO CARLOS ARTURO TORRES (IED)
U-254;111001011321;COLEGIO CARLOS ARTURO TORRES (IED)
U-255;111001011321;COLEGIO CARLOS ARTURO TORRES (IED)
U-256;111001011321;COLEGIO CARLOS ARTURO TORRES (IED)
U-257;111001011321;COLEGIO CARLOS ARTURO TORRES (IED)
U-258;111001076767;COLEGIO CASTILLA (IED)
U-259;111001076767;COLEGIO CASTILLA (IED)
U-260;111001076767;COLEGIO CASTILLA (IED)
U-261;111001076767;COLEGIO CASTILLA (IED)
U-262;111001076767;COLEGIO CASTILLA (IED)
U-263;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-264;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-265;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-266;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-267;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-268;111001106984;COLEGIO GENERAL GUSTAVO ROJAS PINILLA (IED)
U-269;111001106984;COLEGIO GENERAL GUSTAVO ROJAS PINILLA (IED)
U-271;111001106984;COLEGIO GENERAL GUSTAVO ROJAS PINILLA (IED)
U-272;111001106984;COLEGIO GENERAL GUSTAVO ROJAS PINILLA (IED)
U-274;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-275;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-276;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-278;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-279;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-280;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-281;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-282;111001016071;COLEGIO ISABEL II (IED)
U-283;111001016071;COLEGIO ISABEL II (IED)
U-284;111001016071;COLEGIO ISABEL II (IED)
U-285;111001016071;COLEGIO ISABEL II (IED)
U-286;111001016071;COLEGIO ISABEL II (IED)
U-287;111001026964;COLEGIO JOHN F. KENNEDY (IED)
U-288;111001026964;COLEGIO JOHN F. KENNEDY (IED)
U-289;111001026964;COLEGIO JOHN F. KENNEDY (IED)
U-290;111001026964;COLEGIO JOHN F. KENNEDY (IED)
U-291;111001026964;COLEGIO JOHN F. KENNEDY (IED)
U-292;111001016292;COLEGIO KENNEDY (IED)
U-293;111001016292;COLEGIO KENNEDY (IED)
U-294;111001016292;COLEGIO KENNEDY (IED)
U-298;111001011690;COLEGIO LA AMISTAD (IED)
U-299;111001011690;COLEGIO LA AMISTAD (IED)
U-300;111001011690;COLEGIO LA AMISTAD (IED)
U-301;111001011690;COLEGIO LA AMISTAD (IED)
U-302;111001015598;COLEGIO LAS AMERICAS (IED)
U-303;111001015598;COLEGIO LAS AMERICAS (IED)
U-304;111001015598;COLEGIO LAS AMERICAS (IED)
U-305;111001015598;COLEGIO LAS AMERICAS (IED)
U-306;111001016101;COLEGIO LOS PERIODISTAS (IED)
U-307;111001016101;COLEGIO LOS PERIODISTAS (IED)
U-308;111001016101;COLEGIO LOS PERIODISTAS (IED)
U-309;111001027391;COLEGIO MANUEL CEPEDA VARGAS (IED)
U-310;111001027391;COLEGIO MANUEL CEPEDA VARGAS (IED)
U-311;111001027391;COLEGIO MANUEL CEPEDA VARGAS (IED)
U-312;111001013153;COLEGIO PAULO VI (IED)
U-313;111001013153;COLEGIO PAULO VI (IED)
U-314;111001013153;COLEGIO PAULO VI (IED)
U-315;111001013153;COLEGIO PAULO VI (IED)
U-318;111001027308;COLEGIO PROSPERO PINZON (IED)
U-321;111001027308;COLEGIO PROSPERO PINZON (IED)
U-324;111001027308;COLEGIO PROSPERO PINZON (IED)
U-325;111001041475;COLEGIO SAN JOSE DE CASTILLA (IED)
U-326;111001041475;COLEGIO SAN JOSE DE CASTILLA (IED)
U-327;111001041475;COLEGIO SAN JOSE DE CASTILLA (IED)
U-328;111001041475;COLEGIO SAN JOSE DE CASTILLA (IED)
U-329;111001041475;COLEGIO SAN JOSE DE CASTILLA (IED)
U-331;111001013102;COLEGIO SAN PEDRO CLAVER (IED)
U-332;111001013102;COLEGIO SAN PEDRO CLAVER (IED)
U-333;111001012343;COLEGIO TOM ADAMS (IED)
U-334;111001012343;COLEGIO TOM ADAMS (IED)
U-335;111001012343;COLEGIO TOM ADAMS (IED)
U-336;111279000362;COLEGIO COSTA RICA (IED)
U-338;111279000362;COLEGIO COSTA RICA (IED)
U-339;111279000362;COLEGIO COSTA RICA (IED)
U-341;111279000362;COLEGIO COSTA RICA (IED)
U-342;111279000362;COLEGIO COSTA RICA (IED)
U-343;111279000362;COLEGIO COSTA RICA (IED)
U-350;111279000125;COLEGIO VILLEMAR EL CARMEN (IED)
U-352;111279000125;COLEGIO VILLEMAR EL CARMEN (IED)
U-353;111279000125;COLEGIO VILLEMAR EL CARMEN (IED)
U-354;111279000125;COLEGIO VILLEMAR EL CARMEN (IED)
U-355;111279000125;COLEGIO VILLEMAR EL CARMEN (IED)
U-356;111279000125;COLEGIO VILLEMAR EL CARMEN (IED)
U-357;111279000125;COLEGIO VILLEMAR EL CARMEN (IED)
U-358;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-359;111001036625;COLEGIO INSTITUTO TECNICO DISTRITAL REPUBLICA DE GUATEMALA (IED)
U-361;111001036625;COLEGIO INSTITUTO TECNICO DISTRITAL REPUBLICA DE GUATEMALA (IED)
U-363;111001036625;COLEGIO INSTITUTO TECNICO DISTRITAL REPUBLICA DE GUATEMALA (IED)
U-364;111001036625;COLEGIO INSTITUTO TECNICO DISTRITAL REPUBLICA DE GUATEMALA (IED)
U-365;111001010740;COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS (IED)
U-366;111001010740;COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS (IED)
U-367;111001010740;COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS (IED)
U-368;111001009580;COLEGIO INSTITUTO TECNICO JUAN DEL CORRAL (IED)
U-369;111001009580;COLEGIO INSTITUTO TECNICO JUAN DEL CORRAL (IED)
U-370;111001009580;COLEGIO INSTITUTO TECNICO JUAN DEL CORRAL (IED)
U-371;111001009580;COLEGIO INSTITUTO TECNICO JUAN DEL CORRAL (IED)
U-373;111001009580;COLEGIO INSTITUTO TECNICO JUAN DEL CORRAL (IED)
U-376;111001015806;COLEGIO JORGE GAITAN CORTES (IED)
U-377;111001015806;COLEGIO JORGE GAITAN CORTES (IED)
U-378;111001015806;COLEGIO JORGE GAITAN CORTES (IED)
U-379;111001011771;COLEGIO JOSE ASUNCION SILVA (IED)
U-380;111001011771;COLEGIO JOSE ASUNCION SILVA (IED)
U-381;111001011771;COLEGIO JOSE ASUNCION SILVA (IED)
U-383;111001011771;COLEGIO JOSE ASUNCION SILVA (IED)
U-384;111265000017;COLEGIO LA PALESTINA (IED)
U-385;111265000017;COLEGIO LA PALESTINA (IED)
U-386;111265000017;COLEGIO LA PALESTINA (IED)
U-387;111265000017;COLEGIO LA PALESTINA (IED)
U-388;111265000017;COLEGIO LA PALESTINA (IED)
U-389;111265000017;COLEGIO LA PALESTINA (IED)
U-390;111001011070;COLEGIO MIGUEL ANTONIO CARO (IED)
U-391;111001011070;COLEGIO MIGUEL ANTONIO CARO (IED)
U-392;111001011070;COLEGIO MIGUEL ANTONIO CARO (IED)
U-393;111001011070;COLEGIO MIGUEL ANTONIO CARO (IED)
U-394;111001011070;COLEGIO MIGUEL ANTONIO CARO (IED)
U-395;111001011070;COLEGIO MIGUEL ANTONIO CARO (IED)
U-396;111001012441;COLEGIO MORISCO (IED)
U-397;111001012441;COLEGIO MORISCO (IED)
U-398;111001012441;COLEGIO MORISCO (IED)
U-400;111001012441;COLEGIO MORISCO (IED)
U-401;111001012441;COLEGIO MORISCO (IED)
U-402;111001013293;COLEGIO NACIONES UNIDAS (IED)
U-404;111001013293;COLEGIO NACIONES UNIDAS (IED)
U-406;111001013293;COLEGIO NACIONES UNIDAS (IED)
U-407;111001035521;COLEGIO NESTOR FORERO ALCALA (IED)
U-409;111001035521;COLEGIO NESTOR FORERO ALCALA (IED)
U-410;111001104035;COLEGIO BOLIVIA (IED)
U-411;111001104035;COLEGIO BOLIVIA (IED)
U-412;111001104035;COLEGIO BOLIVIA (IED)
U-413;111001104035;COLEGIO BOLIVIA (IED)
U-414;111001104035;COLEGIO BOLIVIA (IED)
U-415;111001104035;COLEGIO BOLIVIA (IED)
U-416;111001104035;COLEGIO BOLIVIA (IED)
U-417;111001104035;COLEGIO BOLIVIA (IED)
U-418;111001015814;COLEGIO REPUBLICA DE CHINA (IED)
U-419;111001015814;COLEGIO REPUBLICA DE CHINA (IED)
U-421;111001009971;COLEGIO REPUBLICA DE COLOMBIA (IED)
U-424;111001009971;COLEGIO REPUBLICA DE COLOMBIA (IED)
U-426;111001009971;COLEGIO REPUBLICA DE COLOMBIA (IED)
U-428;111001009971;COLEGIO REPUBLICA DE COLOMBIA (IED)
U-431;111001009971;COLEGIO REPUBLICA DE COLOMBIA (IED)
U-434;111001009971;COLEGIO REPUBLICA DE COLOMBIA (IED)
U-435;111001009521;COLEGIO ROBERT F. KENNEDY (IED)
U-436;111001009521;COLEGIO ROBERT F. KENNEDY (IED)
U-437;111001009521;COLEGIO ROBERT F. KENNEDY (IED)
U-439;111001009521;COLEGIO ROBERT F. KENNEDY (IED)
U-440;111001009521;COLEGIO ROBERT F. KENNEDY (IED)
U-444;111001012483;COLEGIO TABORA (IED)
U-446;111001012483;COLEGIO TABORA (IED)
U-460;111001025020;COLEGIO ALBERTO LLERAS CAMARGO (IED)
U-463;111769001502;COLEGIO ANIBAL FERNANDEZ DE SOTO (IED)
U-464;111769001502;COLEGIO ANIBAL FERNANDEZ DE SOTO (IED)
U-465;111769001502;COLEGIO ANIBAL FERNANDEZ DE SOTO (IED)
U-466;111001107786;COLEGIO NICOLAS BUENAVENTURA (IED)
U-467;111001107786;COLEGIO NICOLAS BUENAVENTURA (IED)
U-468;111001107786;COLEGIO NICOLAS BUENAVENTURA (IED)
U-469;111001107786;COLEGIO NICOLAS BUENAVENTURA (IED)
U-472;111769000247;COLEGIO EL SALITRE - SUBA (IED)
U-473;111769000247;COLEGIO EL SALITRE - SUBA (IED)
U-474;111769000247;COLEGIO EL SALITRE - SUBA (IED)
U-475;111769000247;COLEGIO EL SALITRE - SUBA (IED)
U-476;111769000247;COLEGIO EL SALITRE - SUBA (IED)
U-477;111769000247;COLEGIO EL SALITRE - SUBA (IED)
U-478;111769000247;COLEGIO EL SALITRE - SUBA (IED)
U-479;111769000247;COLEGIO EL SALITRE - SUBA (IED)
U-480;111769000247;COLEGIO EL SALITRE - SUBA (IED)
U-481;111769000247;COLEGIO EL SALITRE - SUBA (IED)
U-482;111001075515;COLEGIO GUSTAVO MORALES MORALES (IED)
U-484;111001075515;COLEGIO GUSTAVO MORALES MORALES (IED)
U-486;111001075515;COLEGIO GUSTAVO MORALES MORALES (IED)
U-487;111001075515;COLEGIO GUSTAVO MORALES MORALES (IED)
U-488;111001075515;COLEGIO GUSTAVO MORALES MORALES (IED)
U-489;111001075515;COLEGIO GUSTAVO MORALES MORALES (IED)
U-490;111001075515;COLEGIO GUSTAVO MORALES MORALES (IED)
U-491;111001075515;COLEGIO GUSTAVO MORALES MORALES (IED)
U-492;111001075515;COLEGIO GUSTAVO MORALES MORALES (IED)
U-493;111001075515;COLEGIO GUSTAVO MORALES MORALES (IED)
U-496;111001075515;COLEGIO GUSTAVO MORALES MORALES (IED)
U-498;111001075515;COLEGIO GUSTAVO MORALES MORALES (IED)
U-499;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-500;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-501;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-502;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-503;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-504;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-505;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-506;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-507;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-508;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-509;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-510;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-511;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-512;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-513;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-514;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-515;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-516;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-517;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-518;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-519;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-520;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-521;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-522;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-523;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-524;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-525;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-526;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-527;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-530;111001002330;COLEGIO LA GAITANA (IED)
U-531;111001011070;COLEGIO MIGUEL ANTONIO CARO (IED)
U-532;111001011070;COLEGIO MIGUEL ANTONIO CARO (IED)
U-533;111769001871;COLEGIO NUEVA ZELANDIA (IED)
U-535;111769001871;COLEGIO NUEVA ZELANDIA (IED)
U-536;111769001871;COLEGIO NUEVA ZELANDIA (IED)
U-537;111769001871;COLEGIO NUEVA ZELANDIA (IED)
U-538;111769001871;COLEGIO NUEVA ZELANDIA (IED)
U-539;111769001871;COLEGIO NUEVA ZELANDIA (IED)
U-540;111001086665;COLEGIO RAMON DE ZUBIRIA (IED)
U-541;111001086665;COLEGIO RAMON DE ZUBIRIA (IED)
U-543;111001086665;COLEGIO RAMON DE ZUBIRIA (IED)
U-544;111001086665;COLEGIO RAMON DE ZUBIRIA (IED)
U-545;111001086665;COLEGIO RAMON DE ZUBIRIA (IED)
U-547;111001086665;COLEGIO RAMON DE ZUBIRIA (IED)
U-548;111001086665;COLEGIO RAMON DE ZUBIRIA (IED)
U-549;111769003360;COLEGIO REPUBLICA DOMINICANA (IED)
U-550;111769003360;COLEGIO REPUBLICA DOMINICANA (IED)
U-551;111769003360;COLEGIO REPUBLICA DOMINICANA (IED)
U-552;111769003360;COLEGIO REPUBLICA DOMINICANA (IED)
U-553;111769003360;COLEGIO REPUBLICA DOMINICANA (IED)
U-557;111001045225;COLEGIO TIBABUYES UNIVERSAL (IED)
U-560;111001045225;COLEGIO TIBABUYES UNIVERSAL (IED)
U-561;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-562;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-563;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-564;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-565;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-566;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-568;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-569;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-570;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-571;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-572;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-573;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-574;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-575;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-576;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-577;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-578;111001092983;COLEGIO VISTA BELLA (IED)
U-579;111001092983;COLEGIO VISTA BELLA (IED)
U-585;111001024830;COLEGIO FRANCISCO PRIMERO S.S. (IED)
U-589;111001024830;COLEGIO FRANCISCO PRIMERO S.S. (IED)
U-593;111001024830;COLEGIO FRANCISCO PRIMERO S.S. (IED)
U-594;111001024830;COLEGIO FRANCISCO PRIMERO S.S. (IED)
U-595;111001024830;COLEGIO FRANCISCO PRIMERO S.S. (IED)
U-597;111001024830;COLEGIO FRANCISCO PRIMERO S.S. (IED)
U-601;111001010421;COLEGIO JORGE ELIECER GAITAN (IED)
U-602;111001010421;COLEGIO JORGE ELIECER GAITAN (IED)
U-603;111001010421;COLEGIO JORGE ELIECER GAITAN (IED)
U-605;111001010421;COLEGIO JORGE ELIECER GAITAN (IED)
U-606;111001010421;COLEGIO JORGE ELIECER GAITAN (IED)
U-607;111001010421;COLEGIO JORGE ELIECER GAITAN (IED)
U-608;111001010421;COLEGIO JORGE ELIECER GAITAN (IED)
U-611;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-612;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-613;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-614;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-616;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-617;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-618;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-620;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-621;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-622;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-623;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-625;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-627;111001028258;COLEGIO RAFAEL BERNAL JIMENEZ (IED)
U-628;111001028258;COLEGIO RAFAEL BERNAL JIMENEZ (IED)
U-630;111001028258;COLEGIO RAFAEL BERNAL JIMENEZ (IED)
U-631;111001011088;COLEGIO REPUBLICA DE PANAMA (IED)
U-632;111001011088;COLEGIO REPUBLICA DE PANAMA (IED)
U-635;111001011088;COLEGIO REPUBLICA DE PANAMA (IED)
U-636;111001011088;COLEGIO REPUBLICA DE PANAMA (IED)
U-637;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-638;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-639;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-640;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-643;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-645;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-646;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-647;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-648;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-649;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-650;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-652;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-653;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-654;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-656;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-657;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-658;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-659;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-660;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-661;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-662;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-663;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-670;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-671;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-672;111001010731;COLEGIO MANUELA BELTRAN (IED)
U-675;111001010731;COLEGIO MANUELA BELTRAN (IED)
U-676;111001010731;COLEGIO MANUELA BELTRAN (IED)
U-677;111001010731;COLEGIO MANUELA BELTRAN (IED)
U-681;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-684;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-685;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-696;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-697;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-698;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-699;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-704;111001011053;COLEGIO GUILLERMO LEON VALENCIA (IED)
U-705;111001011053;COLEGIO GUILLERMO LEON VALENCIA (IED)
U-706;111001011274;COLEGIO ANDRES BELLO (IED)
U-707;111001011274;COLEGIO ANDRES BELLO (IED)
U-708;111001011274;COLEGIO ANDRES BELLO (IED)
U-709;111001014745;COLEGIO ANTONIO JOSE DE SUCRE (IED)
U-710;111001014745;COLEGIO ANTONIO JOSE DE SUCRE (IED)
U-719;111001011045;COLEGIO SILVERIA ESPINOSA DE RENDON (IED)
U-722;111001014001;COLEGIO EDUARDO SANTOS (IED)
U-724;111001015733;COLEGIO ANTONIO BARAYA (IED)
U-725;111001015733;COLEGIO ANTONIO BARAYA (IED)
U-726;111001015733;COLEGIO ANTONIO BARAYA (IED)
U-728;111001012963;COLEGIO TECNICO BENJAMIN HERRERA (IED)
U-730;111001012611;COLEGIO BRAVO PAEZ (IED)
U-731;111001012611;COLEGIO BRAVO PAEZ (IED)
U-732;111001012611;COLEGIO BRAVO PAEZ (IED)
U-734;111001012611;COLEGIO BRAVO PAEZ (IED)
U-735;111001012611;COLEGIO BRAVO PAEZ (IED)
U-736;111001012611;COLEGIO BRAVO PAEZ (IED)
U-737;111001012611;COLEGIO BRAVO PAEZ (IED)
U-738;111001012611;COLEGIO BRAVO PAEZ (IED)
U-740;111001014958;COLEGIO CLEMENCIA HOLGUIN DE URDANETA (IED)
U-741;111001014958;COLEGIO CLEMENCIA HOLGUIN DE URDANETA (IED)
U-742;111001014958;COLEGIO CLEMENCIA HOLGUIN DE URDANETA (IED)
U-749;111001014664;COLEGIO EL LIBERTADOR (IED)
U-750;111001014664;COLEGIO EL LIBERTADOR (IED)
U-752;111001014664;COLEGIO EL LIBERTADOR (IED)
U-754;111001014664;COLEGIO EL LIBERTADOR (IED)
U-757;111001014664;COLEGIO EL LIBERTADOR (IED)
U-759;111001014664;COLEGIO EL LIBERTADOR (IED)
U-760;111001030015;COLEGIO ENRIQUE OLAYA HERRERA (IED)
U-761;111001030015;COLEGIO ENRIQUE OLAYA HERRERA (IED)
U-762;111001030015;COLEGIO ENRIQUE OLAYA HERRERA (IED)
U-763;111001030015;COLEGIO ENRIQUE OLAYA HERRERA (IED)
U-764;111001030015;COLEGIO ENRIQUE OLAYA HERRERA (IED)
U-765;111001030015;COLEGIO ENRIQUE OLAYA HERRERA (IED)
U-769;111001030015;COLEGIO ENRIQUE OLAYA HERRERA (IED)
U-770;111001030015;COLEGIO ENRIQUE OLAYA HERRERA (IED)
U-771;111001030015;COLEGIO ENRIQUE OLAYA HERRERA (IED)
U-772;111001030015;COLEGIO ENRIQUE OLAYA HERRERA (IED)
U-773;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-774;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-775;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-776;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-777;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-778;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-779;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-780;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-781;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-782;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-783;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-784;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-785;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
U-786;111001027332;COLEGIO GUSTAVO RESTREPO (IED)
