Código Ruta;Dane_IED2;IED
U-057;111001012335;COLEGIO JUANA ESCOBAR (IED)
U-058;111001012335;COLEGIO JUANA ESCOBAR (IED)
U-059;111001012335;COLEGIO JUANA ESCOBAR (IED)
U-062;111001015911;COLEGIO LOS ALPES (IED)
U-063;111001015911;COLEGIO LOS ALPES (IED)
U-064;111001030066;COLEGIO MANUELITA SAENZ (IED)
U-065;111001030066;COLEGIO MANUELITA SAENZ (IED)
U-066;111001030066;COLEGIO MANUELITA SAENZ (IED)
U-067;111001030066;COLEGIO MANUELITA SAENZ (IED)
U-068;111001030066;COLEGIO MANUELITA SAENZ (IED)
U-071;111001030066;COLEGIO MANUELITA SAENZ (IED)
U-072;111001086789;COLEGIO RAFAEL NUÑEZ (IED)
U-073;111001086789;COLEGIO RAFAEL NUÑEZ (IED)
U-075;111001086789;COLEGIO RAFAEL NUÑEZ (IED)
U-078;111001086789;COLEGIO RAFAEL NUÑEZ (IED)
U-079;111001086789;COLEGIO RAFAEL NUÑEZ (IED)
U-080;111001086789;COLEGIO RAFAEL NUÑEZ (IED)
U-082;111001086789;COLEGIO RAFAEL NUÑEZ (IED)
U-085;111001104345;COLEGIO DIEGO MONTAÑA CUELLAR (IED)
U-086;111001104345;COLEGIO DIEGO MONTAÑA CUELLAR (IED)
U-089;111001104345;COLEGIO DIEGO MONTAÑA CUELLAR (IED)
U-090;111001104345;COLEGIO DIEGO MONTAÑA CUELLAR (IED)
U-091;211850001481;COLEGIO FABIO LOZANO SIMONELLI (IED)
U-092;211850001481;COLEGIO FABIO LOZANO SIMONELLI (IED)
U-093;211850001481;COLEGIO FABIO LOZANO SIMONELLI (IED)
U-094;211850001481;COLEGIO FABIO LOZANO SIMONELLI (IED)
U-095;111850001576;COLEGIO FEDERICO GARCIA LORCA (IED)
U-096;111850001576;COLEGIO FEDERICO GARCIA LORCA (IED)
U-097;111850000740;COLEGIO FRANCISCO ANTONIO ZEA DE USME (IED)
U-098;111850000740;COLEGIO FRANCISCO ANTONIO ZEA DE USME (IED)
U-099;211850000051;COLEGIO GRAN YOMASA (IED)
U-100;211850000051;COLEGIO GRAN YOMASA (IED)
U-1000;111001107794;COLEGIO MARIA CANO (IED)
U-1007;111001012483;COLEGIO TABORA (IED)
U-1010;111850000740;COLEGIO FRANCISCO ANTONIO ZEA DE USME (IED)
U-1013;111001015598;COLEGIO LAS AMERICAS (IED)
U-1014;111001015598;COLEGIO LAS AMERICAS (IED)
U-1018;111001034754;COLEGIO COMPARTIR RECUERDO (IED)
U-1022;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-1024;111265000017;COLEGIO LA PALESTINA (IED)
U-1032;111001013676;COLEGIO NUEVO CHILE (IED)
U-1035;111001098612;COLEGIO LA ESTRELLITA (IED)
U-1036;111001098612;COLEGIO LA ESTRELLITA (IED)
U-1037;111001002909;COLEGIO CARLOS ALBAN HOLGUIN (IED)
U-1038;111001002909;COLEGIO CARLOS ALBAN HOLGUIN (IED)
U-1039;111001002909;COLEGIO CARLOS ALBAN HOLGUIN (IED)
U-104;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1041;111001002909;COLEGIO CARLOS ALBAN HOLGUIN (IED)
U-1042;111001015814;COLEGIO REPUBLICA DE CHINA (IED)
U-1046;111001107794;COLEGIO MARIA CANO (IED)
U-1047;111001026964;COLEGIO JOHN F. KENNEDY (IED)
U-1048;111001026964;COLEGIO JOHN F. KENNEDY (IED)
U-1049;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-105;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1050;111001012033;COLEGIO VEINTE DE JULIO (IED)
U-1051;111001012033;COLEGIO VEINTE DE JULIO (IED)
U-1054;111001107786;COLEGIO NICOLAS BUENAVENTURA (IED)
U-1056;111001025313;COLEGIO LICEO NACIONAL AGUSTIN NIETO CABALLERO (IED)
U-106;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1063;111001014214;COLEGIO CIUDAD DE BOGOTA (IED)
U-1065;111001009521;COLEGIO ROBERT F. KENNEDY (IED)
U-107;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1071;111001012530;COLEGIO EL JAZMIN (IED)
U-1073;111769003424;COLEGIO GERARDO PAREDES (IED)
U-1074;111001034754;COLEGIO COMPARTIR RECUERDO (IED)
U-1075;111001034754;COLEGIO COMPARTIR RECUERDO (IED)
U-1076;111848003910;COLEGIO GENERAL SANTANDER (IED)
U-1077;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-1078;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-1079;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-108;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1080;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-1082;111001011690;COLEGIO LA AMISTAD (IED)
U-1083;111001011690;COLEGIO LA AMISTAD (IED)
U-1086;111279000362;COLEGIO COSTA RICA (IED)
U-1089;111279000362;COLEGIO COSTA RICA (IED)
U-109;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1096;111001015806;COLEGIO JORGE GAITAN CORTES (IED)
U-1097;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-110;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1104;111001107883;COLEGIO DEBORA ARANGO PEREZ (IED)
U-1109;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-111;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1110;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-1115;111001028258;COLEGIO RAFAEL BERNAL JIMENEZ (IED)
U-1116;111001032255;COLEGIO TOMAS CARRASQUILLA (IED)
U-1117;111001010421;COLEGIO JORGE ELIECER GAITAN (IED)
U-1118;111001024830;COLEGIO FRANCISCO PRIMERO S.S. (IED)
U-112;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1121;111001014290;COLEGIO MARSELLA (IED)
U-1122;111001014290;COLEGIO MARSELLA (IED)
U-1125;111001075663;COLEGIO ESTRELLA DEL SUR (IED)
U-1127;111001107859;COLEGIO ANTONIO GARCIA (IED)
U-113;111001014214;COLEGIO CIUDAD DE BOGOTA (IED)
U-114;111001014214;COLEGIO CIUDAD DE BOGOTA (IED)
U-1147;111001010928;COLEGIO RESTREPO MILLAN (IED)
U-1148;111001010928;COLEGIO RESTREPO MILLAN (IED)
U-1149;111001010928;COLEGIO RESTREPO MILLAN (IED)
U-115;111001014214;COLEGIO CIUDAD DE BOGOTA (IED)
U-116;111001014214;COLEGIO CIUDAD DE BOGOTA (IED)
U-117;111001014214;COLEGIO CIUDAD DE BOGOTA (IED)
U-118;111001014214;COLEGIO CIUDAD DE BOGOTA (IED)
U-120;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-121;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-122;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-123;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-124;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-125;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-126;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-127;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-128;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-129;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-130;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-131;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-132;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-133;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-1330;111001014591;COLEGIO MANUEL DEL SOCORRO RODRIGUEZ (IED)
U-134;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-135;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-136;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-137;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-138;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-1386;111001102016;COLEGIO TECNICO ALDEMAR ROJAS PLAZAS (IED)
U-1388;111001102016;COLEGIO TECNICO ALDEMAR ROJAS PLAZAS (IED)
U-139;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-1390;111001083011;COLEGIO MIGUEL DE CERVANTES SAAVEDRA (IED)
U-1392;111001015601;COLEGIO O.E.A. (IED)
U-1395;111850001576;COLEGIO FEDERICO GARCIA LORCA (IED)
U-1396;111001107115;COLEGIO JOSE MARIA VARGAS VILA (IED)
U-1397;111001107115;COLEGIO JOSE MARIA VARGAS VILA (IED)
U-1398;111001030856;COLEGIO PANAMERICANO (IED)
U-1399;111001030856;COLEGIO PANAMERICANO (IED)
U-140;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-1400;111001013102;COLEGIO SAN PEDRO CLAVER (IED)
U-1401;111001013102;COLEGIO SAN PEDRO CLAVER (IED)
U-1402;111001013102;COLEGIO SAN PEDRO CLAVER (IED)
U-1403;111001011321;COLEGIO CARLOS ARTURO TORRES (IED)
U-1404;111001012271;COLEGIO RAFAEL URIBE URIBE (IED)
U-1405;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-1406;111001086801;COLEGIO CEDID CIUDAD BOLIVAR (IED)
U-1407;111001102016;COLEGIO TECNICO ALDEMAR ROJAS PLAZAS (IED)
U-1408;111001102016;COLEGIO TECNICO ALDEMAR ROJAS PLAZAS (IED)
U-141;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-1410;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-1412;111001024830;COLEGIO FRANCISCO PRIMERO S.S. (IED)
U-1415;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-1417;111001002909;COLEGIO CARLOS ALBAN HOLGUIN (IED)
U-1418;111001014290;COLEGIO MARSELLA (IED)
U-1419;111001014290;COLEGIO MARSELLA (IED)
U-142;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-1420;111001012971;COLEGIO RAFAEL DELGADO SALGUERO (IED)
U-1421;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1422;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1423;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1424;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1425;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1426;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1427;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1428;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1429;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-143;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-1430;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1431;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1432;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1433;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1434;111001801080;COLEGIO ESMERALDA ARBOLEDA CADAVID (IED)
U-1437;111001098612;COLEGIO LA ESTRELLITA (IED)
U-1438;111001034754;COLEGIO COMPARTIR RECUERDO (IED)
U-144;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-1441;111769003360;COLEGIO REPUBLICA DOMINICANA (IED)
U-1442;111769003360;COLEGIO REPUBLICA DOMINICANA (IED)
U-1445;111001010928;COLEGIO RESTREPO MILLAN (IED)
U-1447;111001076937;COLEGIO SAN FRANCISCO (IED)
U-1449;111001009971;COLEGIO REPUBLICA DE COLOMBIA (IED)
U-145;111001011011;COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED)
U-1450;111001009971;COLEGIO REPUBLICA DE COLOMBIA (IED)
U-1451;111001036625;COLEGIO INSTITUTO TECNICO DISTRITAL REPUBLICA DE GUATEMALA (IED)
U-1453;111001102016;COLEGIO TECNICO ALDEMAR ROJAS PLAZAS (IED)
U-1455;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-1460;111001094889;COLEGIO LA TOSCANA - LISBOA (IED)
U-1463;111001094889;COLEGIO LA TOSCANA - LISBOA (IED)
U-1466;111001011088;COLEGIO REPUBLICA DE PANAMA (IED)
U-147;111001014206;COLEGIO MARCO FIDEL SUAREZ (IED)
U-1470;111001013323;COLEGIO INTEGRADA LA CANDELARIA (IED)
U-1471;111001013323;COLEGIO INTEGRADA LA CANDELARIA (IED)
U-1472;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-1473;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-1474;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-1475;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-1476;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-1477;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-1478;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-1479;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-148;111001014206;COLEGIO MARCO FIDEL SUAREZ (IED)
U-1480;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-1481;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-1482;111001016250;COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA (IED)
U-1485;111001109304;COLEGIO FANNY MIKEY (IED)
U-1486;111001109304;COLEGIO FANNY MIKEY (IED)
U-1487;111001109304;COLEGIO FANNY MIKEY (IED)
U-149;111001014206;COLEGIO MARCO FIDEL SUAREZ (IED)
U-1492;111001013242;COLEGIO AULAS COLOMBIANAS SAN LUIS (IED)
U-1493;111001013153;COLEGIO PAULO VI (IED)
U-1495;111001013242;COLEGIO AULAS COLOMBIANAS SAN LUIS (IED)
U-1496;111001013242;COLEGIO AULAS COLOMBIANAS SAN LUIS (IED)
U-150;111001014206;COLEGIO MARCO FIDEL SUAREZ (IED)
U-1500;111001013242;COLEGIO AULAS COLOMBIANAS SAN LUIS (IED)
U-1504;111001012556;COLEGIO ESPAÑA (IED)
U-1505;111001012556;COLEGIO ESPAÑA (IED)
U-1506;111001014214;COLEGIO CIUDAD DE BOGOTA (IED)
U-1507;111001014214;COLEGIO CIUDAD DE BOGOTA (IED)
U-1508;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-1509;111001015776;COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED)
U-1510;111001801349;COLEGIO ELISA MUJICA VELASQUEZ (IED)
U-1511;111001801349;COLEGIO ELISA MUJICA VELASQUEZ (IED)
U-1512;111001801349;COLEGIO ELISA MUJICA VELASQUEZ (IED)
U-1513;111001020443;COLEGIO ENTRE NUBES SUR ORIENTAL (IED)
U-1514;111001109304;COLEGIO FANNY MIKEY (IED)
U-1516;111001013242;COLEGIO AULAS COLOMBIANAS SAN LUIS (IED)
U-1517;111001013242;COLEGIO AULAS COLOMBIANAS SAN LUIS (IED)
U-1518;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1519;111001102016;COLEGIO TECNICO ALDEMAR ROJAS PLAZAS (IED)
U-152;111001014206;COLEGIO MARCO FIDEL SUAREZ (IED)
U-1520;111001015814;COLEGIO REPUBLICA DE CHINA (IED)
U-1521;111279000125;COLEGIO VILLEMAR EL CARMEN (IED)
U-1522;111279000125;COLEGIO VILLEMAR EL CARMEN (IED)
U-1523;111001026964;COLEGIO JOHN F. KENNEDY (IED)
U-1524;111001027391;COLEGIO MANUEL CEPEDA VARGAS (IED)
U-1525;111001027391;COLEGIO MANUEL CEPEDA VARGAS (IED)
U-1526;111001027391;COLEGIO MANUEL CEPEDA VARGAS (IED)
U-1527;111279000125;COLEGIO VILLEMAR EL CARMEN (IED)
U-1528;111001014206;COLEGIO MARCO FIDEL SUAREZ (IED)
U-1529;111001014206;COLEGIO MARCO FIDEL SUAREZ (IED)
U-1530;111001014206;COLEGIO MARCO FIDEL SUAREZ (IED)
U-1531;111001014206;COLEGIO MARCO FIDEL SUAREZ (IED)
U-1532;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED)
U-1533;111001035521;COLEGIO NESTOR FORERO ALCALA (IED)
U-1534;111001009971;COLEGIO REPUBLICA DE COLOMBIA (IED)
U-1535;111001009971;COLEGIO REPUBLICA DE COLOMBIA (IED)
U-1536;111265000394;COLEGIO SIMON BOLIVAR (IED)
U-1537;111265000394;COLEGIO SIMON BOLIVAR (IED)
U-1538;111001035521;COLEGIO NESTOR FORERO ALCALA (IED)
U-1539;111001009971;COLEGIO REPUBLICA DE COLOMBIA (IED)
U-154;111001014206;COLEGIO MARCO FIDEL SUAREZ (IED)
U-1540;111265000394;COLEGIO SIMON BOLIVAR (IED)
U-1541;111001108901;COLEGIO CHARRY (IED)
U-1542;111848003910;COLEGIO GENERAL SANTANDER (IED)
U-1544;111769000174;COLEGIO FILARMONICO SIMON BOLIVAR (IED)
U-1545;111001041475;COLEGIO SAN JOSE DE CASTILLA (IED)
U-1546;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-1547;111001028258;COLEGIO RAFAEL BERNAL JIMENEZ (IED)
U-1548;111001010421;COLEGIO JORGE ELIECER GAITAN (IED)
U-1549;111001024830;COLEGIO FRANCISCO PRIMERO S.S. (IED)
U-1550;111001024830;COLEGIO FRANCISCO PRIMERO S.S. (IED)
U-1551;111001094897;COLEGIO TECNICO PALERMO (IED)
U-1552;111001045225;COLEGIO TIBABUYES UNIVERSAL (IED)
U-1553;111001045225;COLEGIO TIBABUYES UNIVERSAL (IED)
U-1554;111001025020;COLEGIO ALBERTO LLERAS CAMARGO (IED)
U-1555;111001025020;COLEGIO ALBERTO LLERAS CAMARGO (IED)
U-1556;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-1557;111769003360;COLEGIO REPUBLICA DOMINICANA (IED)
U-1558;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-1559;111001107077;COLEGIO VEINTIUN ANGELES (IED)
U-1560;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1561;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1562;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1563;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1564;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1565;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1566;111001076767;COLEGIO CASTILLA (IED)
U-1567;111001076767;COLEGIO CASTILLA (IED)
U-1568;111001026964;COLEGIO JOHN F. KENNEDY (IED)
U-1570;111001011690;COLEGIO LA AMISTAD (IED)
U-1571;111001011690;COLEGIO LA AMISTAD (IED)
U-1572;111001041475;COLEGIO SAN JOSE DE CASTILLA (IED)
U-1573;111001013323;COLEGIO INTEGRADA LA CANDELARIA (IED)
U-1574;111001013323;COLEGIO INTEGRADA LA CANDELARIA (IED)
U-1575;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1576;111001076767;COLEGIO CASTILLA (IED)
U-1577;111001076767;COLEGIO CASTILLA (IED)
U-1578;111001076767;COLEGIO CASTILLA (IED)
U-1579;111001076767;COLEGIO CASTILLA (IED)
U-1580;111001026964;COLEGIO JOHN F. KENNEDY (IED)
U-1581;111001026964;COLEGIO JOHN F. KENNEDY (IED)
U-1582;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1583;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1584;111001012343;COLEGIO TOM ADAMS (IED)
U-1585;111001012343;COLEGIO TOM ADAMS (IED)
U-1586;111001016292;COLEGIO KENNEDY (IED)
U-1587;111001011690;COLEGIO LA AMISTAD (IED)
U-1588;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-1589;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-1590;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-1591;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1592;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1593;111001024732;COLEGIO INEM FRANCISCO DE PAULA SANTANDER (IED)
U-1594;111001107115;COLEGIO JOSE MARIA VARGAS VILA (IED)
U-1595;111001107115;COLEGIO JOSE MARIA VARGAS VILA (IED)
U-1596;111001011321;COLEGIO CARLOS ARTURO TORRES (IED)
U-1597;111001011321;COLEGIO CARLOS ARTURO TORRES (IED)
U-1598;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-1599;111001009971;COLEGIO REPUBLICA DE COLOMBIA (IED)
U-1600;111001026964;COLEGIO JOHN F. KENNEDY (IED)
U-1601;111848002662;COLEGIO USAQUEN (IED)
U-1602;111001011011;COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED)
U-1603;111001011011;COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED)
U-1604;111001014885;COLEGIO JULIO GARAVITO ARMERO (IED)
U-1605;111769003360;COLEGIO REPUBLICA DOMINICANA (IED)
U-1606;111769003360;COLEGIO REPUBLICA DOMINICANA (IED)
U-1607;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-1608;111769003416;COLEGIO JUAN LOZANO Y LOZANO (IED)
U-1609;111001045225;COLEGIO TIBABUYES UNIVERSAL (IED)
U-161;111001012271;COLEGIO RAFAEL URIBE URIBE (IED)
U-1610;111001045225;COLEGIO TIBABUYES UNIVERSAL (IED)
U-1611;111001045225;COLEGIO TIBABUYES UNIVERSAL (IED)
U-1612;111001045225;COLEGIO TIBABUYES UNIVERSAL (IED)
U-1613;111265000017;COLEGIO LA PALESTINA (IED)
U-1614;111001010740;COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS (IED)
U-1615;111001010740;COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS (IED)
U-1616;111001010740;COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS (IED)
U-1617;111001010740;COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS (IED)
U-1618;111001010740;COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS (IED)
U-1619;111850000740;COLEGIO FRANCISCO ANTONIO ZEA DE USME (IED)
U-1620;111001106984;COLEGIO GENERAL GUSTAVO ROJAS PINILLA (IED)
U-1622;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-1623;111001025020;COLEGIO ALBERTO LLERAS CAMARGO (IED)
U-1624;111001025020;COLEGIO ALBERTO LLERAS CAMARGO (IED)
U-1625;111001025020;COLEGIO ALBERTO LLERAS CAMARGO (IED)
U-1626;111001006122;COLEGIO LA MERCED (IED)
U-1627;111001029912;COLEGIO JUAN FRANCISCO BERBEO (IED)
U-1628;111001014885;COLEGIO JULIO GARAVITO ARMERO (IED)
U-1629;111001036544;COLEGIO ANTONIO JOSE URIBE (IED)
U-163;111001012271;COLEGIO RAFAEL URIBE URIBE (IED)
U-1630;111001015814;COLEGIO REPUBLICA DE CHINA (IED)
U-1631;111001015814;COLEGIO REPUBLICA DE CHINA (IED)
U-1632;111001027391;COLEGIO MANUEL CEPEDA VARGAS (IED)
U-1633;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1634;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1635;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1636;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1637;111001009652;COLEGIO CENTRO INTEGRAL JOSE MARIA CORDOBA (IED)
U-1638;111001008389;COLEGIO TECNICO DOMINGO FAUSTINO SARMIENTO (IED)
U-164;111001012271;COLEGIO RAFAEL URIBE URIBE (IED)
U-1640;111001024830;COLEGIO FRANCISCO PRIMERO S.S. (IED)
U-1642;111265000017;COLEGIO LA PALESTINA (IED)
U-1643;111265000017;COLEGIO LA PALESTINA (IED)
U-1644;111001016292;COLEGIO KENNEDY (IED)
U-1645;111001801349;COLEGIO ELISA MUJICA VELASQUEZ (IED)
U-1648;111001012556;COLEGIO ESPAÑA (IED)
U-1649;111001801250;COLEGIO JAIME NIÑO DIEZ (IED)
U-165;111001012271;COLEGIO RAFAEL URIBE URIBE (IED)
U-1650;111001006122;COLEGIO LA MERCED (IED)
U-1651;111001086681;COLEGIO NUEVO HORIZONTE (IED)
U-1652;111001086681;COLEGIO NUEVO HORIZONTE (IED)
U-1653;111001094897;COLEGIO TECNICO PALERMO (IED)
U-1654;111001092983;COLEGIO VISTA BELLA (IED)
U-1655;111001033928;COLEGIO EL TESORO DE LA CUMBRE (IED)
U-1656;111001014214;COLEGIO CIUDAD DE BOGOTA (IED)
U-1657;111001014214;COLEGIO CIUDAD DE BOGOTA (IED)
U-1658;111001014214;COLEGIO CIUDAD DE BOGOTA (IED)
U-1659;111001024660;COLEGIO FERNANDO SOTO APARICIO (IED)
U-166;111001012271;COLEGIO RAFAEL URIBE URIBE (IED)
U-1660;111001016101;COLEGIO LOS PERIODISTAS (IED)
U-1661;111848002662;COLEGIO USAQUEN (IED)
U-1662;111848002662;COLEGIO USAQUEN (IED)
U-1663;111848002662;COLEGIO USAQUEN (IED)
U-1664;111848002662;COLEGIO USAQUEN (IED)
U-1665;111848002662;COLEGIO USAQUEN (IED)
U-1666;111848002662;COLEGIO USAQUEN (IED)
U-1667;111848002662;COLEGIO USAQUEN (IED)
U-168;111001012271;COLEGIO RAFAEL URIBE URIBE (IED)
U-169;111001012271;COLEGIO RAFAEL URIBE URIBE (IED)
U-172;111001018201;COLEGIO RUFINO JOSE CUERVO (IED)
U-173;111001086631;COLEGIO SAN BENITO ABAD (IED)
U-174;111001086631;COLEGIO SAN BENITO ABAD (IED)
U-175;111001086631;COLEGIO SAN BENITO ABAD (IED)
U-176;111001086631;COLEGIO SAN BENITO ABAD (IED)
U-177;111001075957;COLEGIO SAN CARLOS (IED)
U-178;111001075957;COLEGIO SAN CARLOS (IED)
U-179;111001075957;COLEGIO SAN CARLOS (IED)
U-181;111001075957;COLEGIO SAN CARLOS (IED)
U-182;111001010251;COLEGIO VENECIA (IED)
U-183;111001010251;COLEGIO VENECIA (IED)
U-184;111001010251;COLEGIO VENECIA (IED)
U-185;111001010251;COLEGIO VENECIA (IED)
U-186;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-187;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
U-188;111001104299;COLEGIO ALFONSO REYES ECHANDIA (IED)
