Sentidos;CodRuta;Id Localid;Localidad;SegOpe;Proveedor;TipoRuta;VehCod;VehTip;VehMRed;TipoEst;IEDDANE;IED;Sede;Jornada;Zona;HoraIniR1;HoraFinJE;HoraIniR2;NumHoras1;NumHoras2;NumHorasT;Lunes;Martes;Mc;Jueves;Viernes;Sabado;Domingo;TipoPob;Hora_IniJE;Min_Ini;Min_Fin;vertex_pos;vertex_ind;vertex_par;vertex_p_1;distance;angle;id_3;left;top;right;bottom;row_index;col_index;Dias_op;KM_Ruta;Zona
R1;E-046;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;ESPECIAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA;RURAL;6:00;#N/A;#N/A;1;0;1;0;0;0;1;0;0;0;GENERAL;7:00;360;420;-1;832;0;832;17455,94189;199,3617201;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;1;17,456;Usme I y II
R1;E-052;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;ESPECIAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA;RURAL;6:00;#N/A;#N/A;1;0;1;0;1;0;0;0;0;0;GENERAL;7:00;360;420;-1;894;0;894;17913,60123;199,3617201;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;1;17,914;Usme I y II
R1;E-055;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;ESPECIAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;7:00;#N/A;#N/A;1;0;1;0;0;0;1;0;0;0;GENERAL;8:00;420;480;-1;441;0;441;14115,50456;196,9670727;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;1;14,115;Usme I y II
R1;E-056;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;ESPECIAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;6:00;#N/A;#N/A;1;0;1;0;0;0;1;0;0;0;GENERAL;7:00;360;420;-1;844;0;844;16337,1186;199,3617201;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;1;16,337;Usme I y II
R1;R-079;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;11:15;17:15;17:20;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;675;735;-1;838;0;838;16279,06388;199,4308547;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;32,693;Usme I y II
R1;R-080;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA;RURAL;6:00;12:05;12:10;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;360;420;-1;746;0;746;15560,48018;200,0567385;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;31,12;Usme I y II
R1;R-080;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA;RURAL;6:00;12:05;12:10;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;360;420;-1;746;0;746;15560,48018;200,0567385;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;31,12;Usme I y II
R1;R-081;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA/ÚNICA;RURAL;5:50;12:15;12:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;350;375;-1;847;0;847;8010,675316;71,63404016;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;16,012;Usme I y II
R1;R-083;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA;RURAL;5:50;12:05;12:10;2;2;4;1;1;1;1;1;0;0;GENERAL;7:00;350;420;-1;985;0;985;20511,06364;202,5695934;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;43,017;Usme I y II
R1;R-084;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;11:15;18:15;18:20;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;675;735;-1;826;0;826;15507,8276;199,3617201;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;31,016;Usme I y II
R1;R-085;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA/ÚNICA;RURAL;5:15;12:15;12:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;315;375;-1;496;0;496;15824,41116;200,6473329;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;31,673;Usme I y II
R1;R-086;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA/ÚNICA;RURAL;5:10;12:15;12:20;2;2;4;1;1;1;1;1;0;0;GENERAL;6:15;310;375;-1;477;0;477;20257,78347;200,5220122;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;43,058;Usme I y II
R1;R-088;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA;RURAL;5:50;12:05;12:10;2;2;4;1;1;1;1;1;0;0;GENERAL;7:00;350;420;-1;474;0;474;19318,04396;200,5220122;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;41,36;Usme I y II
R1;R-089;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;13;MICROBUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA;RURAL;6:05;12:05;12:10;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;365;420;-1;405;0;405;13925,1707;214,4327261;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;27,863;Usme I y II
R1;R-090;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA/ÚNICA;RURAL;5:30;12:15;12:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;330;375;-1;708;0;708;13984,71353;199,2194017;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;27,961;Usme I y II
R1;R-093;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;11:30;17:15;17:20;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;690;735;-1;650;0;650;12944,71875;73,36455224;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;25,89;Usme I y II
R1;R-094;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;11:45;18:15;18:20;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;705;735;-1;843;0;843;8065,170206;201,9748908;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;16,128;Usme I y II
R1;R-095;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;11:30;18:15;18:20;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;690;735;-1;369;0;369;12346,40975;199,6604999;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;24,692;Usme I y II
R1;R-097;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;10:50;17:15;17:20;2;2;4;1;1;1;1;1;0;0;GENERAL;12:15;650;735;-1;1062;0;1062;21670,44922;199,3617201;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;43,488;Usme I y II
R1;R-098;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA/ÚNICA;RURAL;5:25;12:15;12:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;325;375;-1;411;0;411;14707,28347;200,4451161;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;29,631;Usme I y II
R1;R-098;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA/ÚNICA;RURAL;5:25;12:15;12:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;325;375;-1;411;0;411;14923,76772;200,4451161;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;29,631;Usme I y II
R1;R-099;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA/ÚNICA;RURAL;5:30;12:15;12:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;330;375;-1;370;0;370;13844,04619;198,8072433;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;28,331;Usme I y II
R1;R-100;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;11:30;18:15;18:20;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;690;735;-1;480;0;480;12881,96525;195,9458306;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;25,764;Usme I y II
R1;R-100;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;11:30;18:15;18:20;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;690;735;-1;480;0;480;12881,79978;195,9458306;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;25,764;Usme I y II
R1;R-102;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;11:30;17:15;17:20;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;690;735;-1;316;0;316;13832,64789;198,5326752;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;28,322;Usme I y II
R1;R-105;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA/ÚNICA;RURAL;5:00;12:15;12:20;2;2;4;1;1;1;1;1;0;0;GENERAL;6:15;300;375;-1;1121;0;1121;22044,22706;199,4883945;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;44,366;Usme I y II
R1;R-106;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA/ÚNICA;RURAL;5:30;12:15;12:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;330;375;-1;309;0;309;12829,70037;200,2753367;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;25,599;Usme I y II
R1;R-107;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;10:50;18:15;18:20;2;2;4;1;1;1;1;1;0;0;GENERAL;12:15;650;735;-1;965;0;965;21606,47328;180,0060946;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;45,748;Usme I y II
R1;R-109;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;13;MICROBUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;11:00;18:15;18:20;2;2;4;1;1;1;1;1;0;0;GENERAL;12:15;660;735;-1;463;0;463;20256,04696;200,5220122;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;41,909;Usme I y II
R1;R-110;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;TARDE;RURAL;11:25;18:15;18:20;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;685;735;-1;321;0;321;13092,44899;199,8788325;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;26,184;Usme I y II
R1;R-111;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;MAÑANA/ÚNICA;RURAL;5:40;12:15;12:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;340;375;-1;627;0;627;11414,95631;73,36455224;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;22,826;Usme I y II
R1;R-499;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;ÚNICA;RURAL;5:00;15:15;15:20;2;2;4;1;1;1;1;1;0;0;GENERAL;6:15;300;375;-1;964;0;964;22573,33381;199,3617201;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;47,64;Usme I y II
R1;R-500;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;ÚNICA;RURAL;5:15;15:15;15:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;315;375;-1;795;0;795;15903,37777;199,3617201;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;31,8;Usme I y II
R1;R-501;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;ÚNICA;RURAL;5:15;15:15;15:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;315;375;-1;936;0;936;18062,06982;199,3617201;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;36,215;Usme I y II
R1;R-502;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;13;MICROBUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A;ÚNICA;RURAL;5:45;15:15;15:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;345;375;-1;876;0;876;7454,433942;198,5041539;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;14,909;Usme I y II
R1;R-113;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;13;MICROBUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);C;ÚNICA;RURAL;6:35;13:00;13:05;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;395;420;-1;266;0;266;6233,750521;21,63206017;1030;989860,7168;983624,1172;992170,1179;981624,1172;21;18;5;12,468;Usme I y II
R1;R-092;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A/C;ÚNICA;RURAL;6:00;13:00;13:05;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;360;420;-1;447;0;447;15066,27168;118,6258347;1031;989860,7168;981624,1172;992170,1179;979624,1172;22;18;5;30,132;0
R1;R-087;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);B;ÚNICA;RURAL;6:00;13:00;13:05;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;360;420;-1;659;0;659;19363,6674;186,6973529;1032;989860,7168;979624,1172;992170,1179;977624,1172;23;18;5;38,718;0
R1;R-493;19;CIUDAD BOLIVAR;21_SII_2025;UNIÓN TEMPORAL MOVICOL;RURAL;13;MICROBUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL PASQUILLA (IED);A/B;ÚNICA;RURAL;6:25;13:00;13:05;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;385;420;-1;787;0;787;13259,25195;188,1656943;1032;989860,7168;979624,1172;992170,1179;977624,1172;23;18;5;26,518;0
R1;R-018;5;USME;18_SIII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;RURAL;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO EL DESTINO (IED);A;ÚNICA;RURAL;6:00;14:55;15:00;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;360;420;-1;873;5;103;12062,60832;338,1314622;1032;989860,7168;979624,1172;992170,1179;977624,1172;23;18;5;24,126;0
R1;R-021;5;USME;18_SIII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO EL DESTINO (IED);A;ÚNICA;RURAL;5:25;14:55;15:00;2;2;4;1;1;1;1;1;0;0;GENERAL;7:00;325;420;-1;197;0;197;4196,819216;212,8256209;1032;989860,7168;979624,1172;992170,1179;977624,1172;23;18;5;45,835;0
R1;R-055;5;USME;18_SIII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL EL HATO (CED);A;ÚNICA;RURAL;6:00;13:55;14:00;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;360;420;-1;597;2;13;17484,23623;234,3237821;1033;989860,7168;977624,1172;992170,1179;975624,1172;24;18;5;36,36;0
R1;R-483;5;USME;2_CV_2025;CONSORCIO RUTAS SEGURAS;RURAL;14;VAN;NO;DISTRITAL;2,1185E+11;COLEGIO RURAL LOS ANDES (CED);A;MAÑANA/ÚNICA;RURAL;6:30;14:55;15:00;1;1;2;1;1;1;1;1;0;0;GENERAL;7:30;390;450;-1;545;0;545;8649,849269;90,00668203;1035;989860,7168;973624,1172;992170,1179;971624,1172;26;18;5;17,3;0
R1;S-058;20;SUMAPAZ;2_CV_2025;CONSORCIO RUTAS SEGURAS;SUMAPAZ;12;CAMIONETA 4X4;NO;DISTRITAL;2,11001E+11;COLEGIO CAMPESTRE JAIME GARZON (IED);A;ÚNICA;RURAL-S;7:35;14:55;15:00;1;1;2;1;1;1;1;1;0;0;GENERAL;7:55;455;475;-1;343;0;343;4395,029651;57,762941;1046;989860,7168;951624,1172;992170,1179;949624,1172;37;18;5;8,79;0
R1;S-058;20;SUMAPAZ;2_CV_2025;CONSORCIO RUTAS SEGURAS;SUMAPAZ;12;CAMIONETA 4X4;NO;DISTRITAL;2,11001E+11;COLEGIO CAMPESTRE JAIME GARZON (IED);A;ÚNICA;RURAL-S;7:35;14:55;15:00;1;1;2;1;1;1;1;1;0;0;GENERAL;7:55;455;475;-1;343;0;343;4395,029651;57,762941;1046;989860,7168;951624,1172;992170,1179;949624,1172;37;18;5;8,79;0
R1;U-1086;9;FONTIBON;9_SII_2025;UNIÓN TEMPORAL LCT-2022;URBANO;13;MICROBUS;NO;DISTRITAL;1,11279E+11;COLEGIO COSTA RICA (IED);A;TARDE/ÚNICA;URBANO;11:30;18:00;18:05;1;1;2;1;1;1;1;1;0;0;GENERAL;12:10;690;730;-1;251;0;251;8113,5647;243,5161858;1072;991592,7676;1010624,117;993902,1687;1008624,117;7;19;5;15,094;Fontibón
R1;U-336;9;FONTIBON;9_SII_2025;UNIÓN TEMPORAL LCT-2022;URBANO;13;MICROBUS;NO;DISTRITAL;1,11279E+11;COLEGIO COSTA RICA (IED);A;ÚNICA;URBANO;5:20;11:55;12:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;320;360;-1;150;0;150;5279,725717;243,5161829;1072;991592,7676;1010624,117;993902,1687;1008624,117;7;19;5;10,674;Fontibón
R1;U-338;9;FONTIBON;9_SII_2025;UNIÓN TEMPORAL LCT-2022;URBANO;13;MICROBUS;NO;DISTRITAL;1,11279E+11;COLEGIO COSTA RICA (IED);A;ÚNICA;URBANO;5:30;11:55;12:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;330;360;-1;157;0;157;4645,542281;64,51923157;1072;991592,7676;1010624,117;993902,1687;1008624,117;7;19;5;8,655;Fontibón
R1;U-339;9;FONTIBON;1_CV_2025;CONSORCIO RUTAS SEGURAS;URBANO;14;VAN;NO;DISTRITAL;1,11279E+11;COLEGIO COSTA RICA (IED);A;ÚNICA;URBANO;5:10;11:55;12:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;310;360;-1;138;0;138;4573,670834;141,6218619;1072;991592,7676;1010624,117;993902,1687;1008624,117;7;19;5;9,214;Fontibón
R1;U-354;9;FONTIBON;9_SII_2025;UNIÓN TEMPORAL LCT-2022;URBANO;11;BUSETA;NO;DISTRITAL;1,11279E+11;COLEGIO VILLEMAR EL CARMEN (IED);C;TARDE;URBANO;12:00;17:25;17:30;1;1;2;1;1;1;1;1;0;0;GENERAL;12:30;720;750;-1;148;0;148;4876,928955;231,5825375;1072;991592,7676;1010624,117;993902,1687;1008624,117;7;19;5;9,596;Fontibón
R1;U-355;9;FONTIBON;9_SII_2025;UNIÓN TEMPORAL LCT-2022;URBANO;13;MICROBUS;NO;DISTRITAL;1,11279E+11;COLEGIO VILLEMAR EL CARMEN (IED);C;TARDE;URBANO;12:00;17:25;17:30;1;1;2;1;1;1;1;1;0;0;GENERAL;12:30;720;750;-1;131;0;131;4284,034591;324,376753;1072;991592,7676;1010624,117;993902,1687;1008624,117;7;19;5;8,393;Fontibón
R1;U-1545;8;KENNEDY;8_SII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO SAN JOSE DE CASTILLA (IED);C;ÚNICA;URBANO;5:45;13:10;13:15;1;1;2;1;1;1;1;1;0;0;GENERAL;6:30;345;390;-1;295;0;295;7167,956809;290,4972249;1074;991592,7676;1006624,117;993902,1687;1004624,117;9;19;5;13,864;0
R1;U-1566;8;KENNEDY;8_SII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO CASTILLA (IED);A;TARDE;URBANO;11:40;18:35;18:40;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;700;735;-1;181;0;181;5118,090746;208,1584018;1074;991592,7676;1006624,117;993902,1687;1004624,117;9;19;5;11,788;0
R1;U-1567;8;KENNEDY;8_SII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO CASTILLA (IED);A;MAÑANA;URBANO;5:20;12:25;12:30;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;320;360;-1;287;0;287;7508,380998;206,6480129;1074;991592,7676;1006624,117;993902,1687;1004624,117;9;19;5;16,558;0
R1;U-1576;8;KENNEDY;8_SII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO CASTILLA (IED);A;MAÑANA;URBANO;5:15;11:35;11:40;1;1;2;1;1;1;1;1;0;0;GENERAL;6:10;315;370;-1;498;0;498;10677,67606;206,6480115;1074;991592,7676;1006624,117;993902,1687;1004624,117;9;19;5;25,158;0
R1;U-1577;8;KENNEDY;8_SII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO CASTILLA (IED);A;MAÑANA;URBANO;5:00;12:30;12:35;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;300;360;-1;705;0;705;16626,73014;208,3870978;1074;991592,7676;1006624,117;993902,1687;1004624,117;9;19;5;32,488;0
R1;U-1578;8;KENNEDY;8_SII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO CASTILLA (IED);A;TARDE;URBANO;11:25;17:35;17:40;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;685;735;-1;426;0;426;9865,245631;208,6973734;1074;991592,7676;1006624,117;993902,1687;1004624,117;9;19;5;23,599;0
R1;U-1579;8;KENNEDY;8_SII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO CASTILLA (IED);A;TARDE;URBANO;11:15;18:35;18:40;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;675;735;-1;773;0;773;16946,244;29,14233958;1074;991592,7676;1006624,117;993902,1687;1004624,117;9;19;5;30,844;0
R1;U-1620;8;KENNEDY;8_SII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO GENERAL GUSTAVO ROJAS PINILLA (IED);A;TARDE;URBANO;11:45;18:25;18:30;1;1;2;1;1;1;1;1;0;0;GENERAL;12:25;705;745;-1;365;0;365;9616,190534;314,9083687;1074;991592,7676;1006624,117;993902,1687;1004624,117;9;19;5;17,698;0
