Sentidos;CodRuta;Id Localid;Localidad;SegOpe;Proveedor;TipoRuta;VehCod;VehTip;VehMRed;TipoEst;IEDDANE;IED;Sede;Jornada;Zona;HoraIniR1;HoraFinJE;HoraIniR2;NumHoras1;NumHoras2;NumHorasT;Lunes;Martes;Mc;Jueves;Viernes;Sabado;Domingo;TipoPob;Hora_IniJE;Min_Ini;Min_Fin;vertex_pos;vertex_ind;vertex_par;vertex_p_1;distance;angle;id_3;left;top;right;bottom;row_index;col_index;Dias_op;KM_Ruta;Zona
R1;U-551;11;SUBA;4_SII_2025;UNIÓN TEMPORAL LCT-2022;URBANO;11;BUSETA;NO;DISTRITAL;1,11769E+11;COLEGIO REPUBLICA DOMINICANA (IED);B;TARDE;URBANO;11:55;18:00;18:05;1;1;2;1;1;1;1;1;0;0;GENERAL;12:30;715;750;-1;187;0;187;4036,121135;280,2746483;1181;995056,8693;1016624,117;997366,2703;1014624,117;4;21;5;9,203;0
R1;U-552;11;SUBA;4_SII_2025;UNIÓN TEMPORAL LCT-2022;URBANO;11;BUSETA;NO;DISTRITAL;1,11769E+11;COLEGIO REPUBLICA DOMINICANA (IED);B;MAÑANA;URBANO;5:30;11:25;11:30;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;330;360;-1;351;0;351;6897,496799;279,4346736;1181;995056,8693;1016624,117;997366,2703;1014624,117;4;21;5;12,5;0
R1;U-553;11;SUBA;4_SII_2025;UNIÓN TEMPORAL LCT-2022;URBANO;10;BUS;NO;DISTRITAL;1,11769E+11;COLEGIO REPUBLICA DOMINICANA (IED);B;MAÑANA;URBANO;6:30;11:25;11:30;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;390;420;-1;253;0;253;5121,942129;280,2746224;1181;995056,8693;1016624,117;997366,2703;1014624,117;4;21;5;9,571;0
R1;U-1520;10;ENGATIVA;4_SII_2025;UNIÓN TEMPORAL LCT-2022;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO REPUBLICA DE CHINA (IED);A/B;MAÑANA;URBANO;6:10;11:55;12:00;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;370;420;-1;569;0;569;14629,79359;312,5223185;1183;995056,8693;1012624,117;997366,2703;1010624,117;6;21;5;29,499;Fontibón
R1;U-418;10;ENGATIVA;4_SII_2025;UNIÓN TEMPORAL LCT-2022;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO REPUBLICA DE CHINA (IED);A/B;MAÑANA;URBANO;5:10;11:55;12:00;1;2;3;1;1;1;1;1;0;0;GENERAL;6:10;310;370;-1;604;0;604;13752,89036;312,7056163;1183;995056,8693;1012624,117;997366,2703;1010624,117;6;21;5;30,305;Fontibón
R1;U-419;10;ENGATIVA;4_SII_2025;UNIÓN TEMPORAL LCT-2022;URBANO;13;MICROBUS;SI;DISTRITAL;1,11001E+11;COLEGIO REPUBLICA DE CHINA (IED);A/B;MAÑANA;URBANO;5:05;11:55;12:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:05;305;365;-1;443;0;443;9418,158226;312,7056163;1183;995056,8693;1012624,117;997366,2703;1010624,117;6;21;5;19,424;Fontibón
R1;U-436;10;ENGATIVA;4_SII_2025;UNIÓN TEMPORAL LCT-2022;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO ROBERT F. KENNEDY (IED);A;TARDE;URBANO;11:30;18:10;18:15;1;1;2;1;1;1;1;1;0;0;GENERAL;12:10;690;730;-1;347;0;347;8865,833204;128,762261;1184;995056,8693;1010624,117;997366,2703;1008624,117;7;21;5;19,127;Bolera el Salitre
R1;U-709;16;PUENTE ARANDA;7_SII_2025;UNIÓN TEMPORAL AMP 2022;URBANO;10;BUS;NO;DISTRITAL;1,11001E+11;COLEGIO ANTONIO JOSE DE SUCRE (IED);A;ÚNICA;URBANO;4:45;13:15;13:20;2;2;4;1;1;1;1;1;0;0;GENERAL;6:20;285;380;-1;951;0;951;21520,68956;296,4905092;1187;995056,8693;1004624,117;997366,2703;1002624,117;10;21;5;44,129;0
R1;U-710;16;PUENTE ARANDA;7_SII_2025;UNIÓN TEMPORAL AMP 2022;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO ANTONIO JOSE DE SUCRE (IED);A;ÚNICA;URBANO;4:50;14:15;14:20;2;2;4;1;1;1;1;1;0;0;GENERAL;6:20;290;380;-1;865;0;865;19447,1911;314,9058978;1187;995056,8693;1004624,117;997366,2703;1002624,117;10;21;5;40,509;0
R1;U-719;16;PUENTE ARANDA;7_SII_2025;UNIÓN TEMPORAL AMP 2022;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO SILVERIA ESPINOSA DE RENDON (IED);A/B/C;TARDE/ÚNICA;URBANO;10:30;17:25;17:30;2;2;4;1;1;1;1;1;0;0;GENERAL;12:20;630;740;-1;915;0;915;21285,69557;45,10039709;1187;995056,8693;1004624,117;997366,2703;1002624,117;10;21;5;44,545;0
R1;U-1071;16;PUENTE ARANDA;2_CV_2025;CONSORCIO RUTAS SEGURAS;URBANO;12;CAMIONETA;NO;DISTRITAL;1,11001E+11;COLEGIO EL JAZMIN (IED);B;TARDE;URBANO;11:40;17:30;17:35;1;1;2;1;1;1;1;1;0;0;GENERAL;12:25;700;745;-1;439;0;439;12106,89614;338,1333889;1188;995056,8693;1002624,117;997366,2703;1000624,117;11;21;5;24,911;0
R1;U-724;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO ANTONIO BARAYA (IED);A/B;ÚNICA;URBANO;5:30;14:15;14:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;330;375;-1;427;0;427;10552,37084;236,4041124;1189;995056,8693;1000624,117;997366,2703;998624,1172;12;21;5;20,943;0
R1;U-725;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO ANTONIO BARAYA (IED);A/B;ÚNICA;URBANO;5:20;14:15;14:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:20;320;380;-1;749;0;749;14550,62802;236,4041124;1189;995056,8693;1000624,117;997366,2703;998624,1172;12;21;5;29,917;0
R1;U-726;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO ANTONIO BARAYA (IED);A/B;ÚNICA;URBANO;5:25;14:15;14:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:25;325;385;-1;496;0;496;9365,800865;332,4089838;1189;995056,8693;1000624,117;997366,2703;998624,1172;12;21;5;18,306;0
R1;U-749;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO EL LIBERTADOR (IED);A;MAÑANA/ÚNICA;URBANO;5:30;14:00;14:05;1;1;2;1;1;1;1;1;0;0;GENERAL;6:30;330;390;-1;576;0;576;15350,47896;348,9879371;1189;995056,8693;1000624,117;997366,2703;998624,1172;12;21;5;30,884;0
R1;U-750;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;10;BUS;NO;DISTRITAL;1,11001E+11;COLEGIO EL LIBERTADOR (IED);A;MAÑANA/ÚNICA;URBANO;5:25;14:00;14:05;2;2;4;1;1;1;1;1;0;0;GENERAL;6:30;325;390;-1;565;0;565;17588,87789;348,1168412;1189;995056,8693;1000624,117;997366,2703;998624,1172;12;21;5;36,482;0
R1;U-752;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO EL LIBERTADOR (IED);B;MAÑANA/ÚNICA;URBANO;5:25;13:00;13:05;2;2;4;1;1;1;1;1;0;0;GENERAL;6:30;325;390;-1;618;0;618;18661,62752;345,8718748;1189;995056,8693;1000624,117;997366,2703;998624,1172;12;21;5;37,448;0
R1;U-754;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO EL LIBERTADOR (IED);B;MAÑANA/ÚNICA;URBANO;5:30;13:00;13:05;1;1;2;1;1;1;1;1;0;0;GENERAL;6:30;330;390;-1;656;0;656;12200,4146;346,3179583;1189;995056,8693;1000624,117;997366,2703;998624,1172;12;21;5;22,051;0
R1;U-757;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;10;BUS;NO;DISTRITAL;1,11001E+11;COLEGIO EL LIBERTADOR (IED);B;MAÑANA/ÚNICA;URBANO;5:35;13:00;13:05;1;1;2;1;1;1;1;1;0;0;GENERAL;6:30;335;390;-1;980;0;980;13210,81236;164,1000869;1189;995056,8693;1000624,117;997366,2703;998624,1172;12;21;5;27,799;0
R1;U-759;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO EL LIBERTADOR (IED);A;MAÑANA/ÚNICA;URBANO;5:25;14:00;14:05;2;1;3;1;1;1;1;1;0;0;GENERAL;6:30;325;390;-1;554;0;554;16045,86158;140,9783535;1189;995056,8693;1000624,117;997366,2703;998624,1172;12;21;5;33,231;0
R1;U-730;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO BRAVO PAEZ (IED);A;ÚNICA;URBANO;5:50;13:30;13:35;2;1;3;1;1;1;1;1;0;0;GENERAL;7:00;350;420;-1;819;0;819;12525,06759;251,6280455;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;24,73;0
R1;U-734;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO BRAVO PAEZ (IED);A;ÚNICA;URBANO;6:10;12:00;12:05;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;370;420;-1;598;0;598;8609,075694;340,7106057;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;17,605;0
R1;U-738;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO BRAVO PAEZ (IED);A;TARDE;URBANO;11:30;18:15;18:20;1;1;2;1;1;1;1;1;0;0;GENERAL;12:15;690;735;-1;495;0;495;8702,812777;340,1930469;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;17,522;0
R1;U-740;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO CLEMENCIA HOLGUIN DE URDANETA (IED);A;ÚNICA;URBANO;5:35;12:10;12:15;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;335;375;-1;500;0;500;7691,461388;151,308347;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;15,241;0
R1;U-741;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO CLEMENCIA HOLGUIN DE URDANETA (IED);A;ÚNICA;URBANO;5:25;13:25;13:30;1;1;2;1;1;1;1;1;0;0;GENERAL;6:20;325;380;-1;589;0;589;9151,274365;153,3578287;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;19,285;0
R1;U-742;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;10;BUS;NO;DISTRITAL;1,11001E+11;COLEGIO CLEMENCIA HOLGUIN DE URDANETA (IED);A;ÚNICA;URBANO;5:25;12:30;12:35;1;1;2;1;1;1;1;1;0;0;GENERAL;6:25;325;385;-1;721;0;721;10992,47902;152,1619205;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;21,599;0
R1;U-779;18;RAFAEL URIBE URIBE;13_SII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO GUSTAVO RESTREPO (IED);B;ÚNICA;URBANO;6:00;12:55;13:00;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;360;420;-1;677;0;677;12032,04458;306,7762295;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;23,701;0
R1;U-796;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);A;ÚNICA;URBANO;5:10;13:55;14:00;1;1;2;1;1;1;1;1;0;0;GENERAL;5:30;310;330;-1;510;0;510;6624,50728;18,49762796;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;13,248;0
R1;U-797;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);A;ÚNICA;URBANO;5:05;13:55;14:00;1;1;2;1;1;1;1;1;0;0;GENERAL;5:30;305;330;-1;614;0;614;6999,188543;18,49762796;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;15,577;0
R1;U-798;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);A;ÚNICA;URBANO;5:05;13:55;14:00;1;1;2;1;1;1;1;1;0;0;GENERAL;5:30;305;330;-1;65;0;65;5180,232229;348,4752396;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;10,462;0
R1;U-800;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);E;ÚNICA;URBANO;5:40;12:55;13:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;340;360;-1;372;0;372;5331,055198;180,0030636;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;10,661;0
R1;U-801;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);A;ÚNICA;URBANO;5:05;13:55;14:00;1;1;2;1;1;1;1;1;0;0;GENERAL;5:30;305;330;-1;474;0;474;6111,735729;26,64770906;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;12,169;0
R1;U-802;18;RAFAEL URIBE URIBE;2_CV_2025;CONSORCIO RUTAS SEGURAS;URBANO;14;VAN;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);A;ÚNICA;URBANO;5:05;13:55;14:00;1;1;2;1;1;1;1;1;0;0;GENERAL;5:30;305;330;-1;878;0;878;11386,06398;328,9507162;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;22,41;0
R1;U-803;18;RAFAEL URIBE URIBE;2_CV_2025;CONSORCIO RUTAS SEGURAS;URBANO;14;VAN;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);C;MAÑANA/ÚNICA;URBANO;5:40;11:55;12:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;340;360;-1;147;0;147;2589,17051;258,482094;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;5,266;0
R1;U-805;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);E;ÚNICA;URBANO;5:45;12:55;13:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;345;360;-1;141;0;141;2721,914438;357,3914308;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;5,746;0
R1;U-807;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);D;MAÑANA/ÚNICA;URBANO;5:30;11:55;12:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;330;360;-1;429;0;429;5720,194373;127,4744361;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;12,033;0
R1;U-808;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);A;ÚNICA;URBANO;5:00;13:55;14:00;1;1;2;1;1;1;1;1;0;0;GENERAL;5:30;300;330;-1;24;0;24;2055,719483;15,47439524;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;4,103;0
R1;U-810;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);D;MAÑANA/ÚNICA;URBANO;5:35;11:55;12:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;335;360;-1;406;0;406;6841,837164;134,9024429;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;12,7;0
R1;U-812;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);A;ÚNICA;URBANO;5:05;13:55;14:00;1;1;2;1;1;1;1;1;0;0;GENERAL;5:30;305;330;-1;395;0;395;5234,283849;342,6637126;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;10,53;0
R1;U-813;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);D;MAÑANA/ÚNICA;URBANO;5:45;11:55;12:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;345;360;-1;314;0;314;4160,207686;326,220039;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;8,226;0
R1;U-837;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO QUIROGA ALIANZA (IED);A;ÚNICA;URBANO;5:15;13:25;13:30;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;315;375;-1;425;0;425;7446,158052;68,70011649;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;14,826;0
R1;U-839;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO QUIROGA ALIANZA (IED);A;ÚNICA;URBANO;5:40;13:25;13:30;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;340;375;-1;475;0;475;9327,29519;68,70011649;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;17,804;0
R1;U-840;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO QUIROGA ALIANZA (IED);A;ÚNICA;URBANO;5:25;13:30;13:35;1;1;2;1;1;1;1;1;0;0;GENERAL;6:15;325;375;-1;953;0;953;16198,62824;68,70011649;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;31,646;0
R1;U-957;18;RAFAEL URIBE URIBE;15_SII_2025;UNIÓN TEMPORAL ANDINO 2022;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO BRAVO PAEZ (IED);A;ÚNICA;URBANO;5:50;13:30;13:35;2;2;4;1;1;1;1;1;0;0;GENERAL;7:00;350;420;-1;514;0;514;15297,47473;71,29920241;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;31,922;0
R1;U-788;18;RAFAEL URIBE URIBE;13_SII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO GUSTAVO RESTREPO (IED);B;ÚNICA;URBANO;5:30;12:50;12:55;2;2;4;1;1;1;1;1;0;0;GENERAL;7:00;330;420;-1;280;8;3;17765,95754;39,4818274;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;35,824;0
R1;U-795;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO JOSE MARTI (IED);D;MAÑANA/ÚNICA;URBANO;5:35;11:55;12:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:00;335;360;-1;298;0;298;4838,408521;308,5647491;1190;995056,8693;998624,1172;997366,2703;996624,1172;13;21;5;9,586;0
R1;U-1000;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;10;BUS;NO;DISTRITAL;1,11001E+11;COLEGIO MARIA CANO (IED);A;ÚNICA;URBANO;5:50;14:15;14:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:20;350;380;-1;365;0;365;5069,547597;38,76093261;1191;995056,8693;996624,1172;997366,2703;994624,1172;14;21;5;9,502;0
R1;U-1046;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO MARIA CANO (IED);A;ÚNICA;URBANO;6:40;14:05;14:10;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;400;420;-1;251;0;251;3888,651582;341,5077267;1191;995056,8693;996624,1172;997366,2703;994624,1172;14;21;5;8,71;0
R1;U-833;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;10;BUS;NO;DISTRITAL;1,11001E+11;COLEGIO MISAEL PASTRANA BORRERO (IED);A;MAÑANA;URBANO;5:35;12:05;12:10;1;1;2;1;1;1;1;1;0;0;GENERAL;6:10;335;370;-1;499;0;499;7173,030907;101,2739212;1191;995056,8693;996624,1172;997366,2703;994624,1172;14;21;5;12,979;0
R1;U-834;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;13;MICROBUS;NO;DISTRITAL;1,11001E+11;COLEGIO MISAEL PASTRANA BORRERO (IED);A;TARDE;URBANO;11:20;18:00;18:05;1;1;2;1;1;1;1;1;0;0;GENERAL;12:00;680;720;-1;263;0;263;6613,260725;99,97620543;1191;995056,8693;996624,1172;997366,2703;994624,1172;14;21;5;11,829;0
R1;U-976;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO MARIA CANO (IED);A;ÚNICA;URBANO;6:15;13:55;14:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:50;375;410;-1;303;0;303;4337,629;38,76093261;1191;995056,8693;996624,1172;997366,2703;994624,1172;14;21;5;9,798;0
R1;U-977;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO MARIA CANO (IED);A;ÚNICA;URBANO;6:20;13:55;14:00;1;1;2;1;1;1;1;1;0;0;GENERAL;6:50;380;410;-1;250;0;250;4188,564773;38,76093261;1191;995056,8693;996624,1172;997366,2703;994624,1172;14;21;5;8,321;0
R1;U-998;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO MARIA CANO (IED);A;ÚNICA;URBANO;6:00;14:15;14:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:20;360;380;-1;220;0;220;3223,221376;334,0691664;1191;995056,8693;996624,1172;997366,2703;994624,1172;14;21;5;6,446;0
R1;U-999;18;RAFAEL URIBE URIBE;14_SII_2025;UNIÓN TEMPORAL BUS-ING;URBANO;11;BUSETA;NO;DISTRITAL;1,11001E+11;COLEGIO MARIA CANO (IED);A;ÚNICA;URBANO;6:00;14:15;14:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:20;360;380;-1;213;0;213;3541,287379;337,4553908;1191;995056,8693;996624,1172;997366,2703;994624,1172;14;21;5;6,979;0
R1;U-1390;5;USME;17_SII_2025;UNIÓN TEMPORAL VET 2023;URBANO;10;BUS;NO;DISTRITAL;1,11001E+11;COLEGIO MIGUEL DE CERVANTES SAAVEDRA (IED);A/B;MAÑANA/ÚNICA;URBANO;5:45;11:15;11:20;1;1;2;1;1;1;1;1;0;0;GENERAL;6:20;345;380;-1;472;0;472;7858,109696;348,6536264;1193;995056,8693;992624,1172;997366,2703;990624,1172;16;21;5;15,874;0
R1;E-003;5;USME;18_SIII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;ESPECIAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO EL UVAL (IED);A;ÚNICA;RURAL;#N/A;17:55;18:00;0;1;1;1;0;0;0;1;0;0;GENERAL;#N/A;;;-1;1283;0;1283;29745,2802;325,2108683;1194;995056,8693;990624,1172;997366,2703;988624,1172;17;21;2;29,745;Usme I y II
R1;E-005;5;USME;18_SIII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;ESPECIAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO EL UVAL (IED);A;ÚNICA;RURAL;#N/A;18:05;18:10;0;1;1;0;1;0;1;0;0;0;GENERAL;#N/A;;;-1;727;0;727;20395,50331;322,3343218;1194;995056,8693;990624,1172;997366,2703;988624,1172;17;21;2;20,396;Usme I y II
R1;R-222;5;USME;18_SIII_2025;UNIÓN TEMPORAL SRD TRANSPORTE DE PASAJEROS COLOMBIA;RURAL;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO EL DESTINO (IED);A;ÚNICA;RURAL;6:15;14:55;15:00;1;1;2;1;1;1;1;1;0;0;GENERAL;7:00;375;420;-1;872;0;872;11738,48581;27,42955065;1194;995056,8693;990624,1172;997366,2703;988624,1172;17;21;5;11,738;Usme I y II
R1;T-1063;5;USME;17_SII_2025;UNIÓN TEMPORAL VET 2023;URBANO;10;BUS;NO;DISTRITAL;2,1185E+11;COLEGIO TENERIFE - GRANADA SUR (IED);B;MAÑANA;URBANO;6:00;11:40;11:45;1;1;2;1;1;1;1;1;0;0;GENERAL;6:20;360;380;-1;173;0;173;2216,849652;33,78777212;1194;995056,8693;990624,1172;997366,2703;988624,1172;17;21;5;7,675;Usme I y II
R1;T-1064;5;USME;17_SII_2025;UNIÓN TEMPORAL VET 2023;URBANO;11;BUSETA;NO;DISTRITAL;2,1185E+11;COLEGIO TENERIFE - GRANADA SUR (IED);B;MAÑANA;URBANO;6:00;11:40;11:45;1;1;2;1;1;1;1;1;0;0;GENERAL;6:20;360;380;-1;173;0;173;2216,849652;33,78777212;1194;995056,8693;990624,1172;997366,2703;988624,1172;17;21;5;7,675;Usme I y II
